course_id,sub_discipline_id,created_at
2342,33,2021-04-02 18:24:58
2367,33,2021-04-02 18:24:58
2349,33,2021-04-02 18:24:58
2350,33,2021-04-02 18:24:58
2505,33,2021-04-02 18:24:58
2373,33,2021-04-02 18:24:58
2388,33,2021-04-02 18:24:58
2372,33,2021-04-02 18:24:58
2405,33,2021-04-02 18:24:58
2471,33,2021-04-02 18:24:58
2475,33,2021-04-02 18:24:58
2478,33,2021-04-02 18:24:58
2445,33,2021-04-02 18:24:58
2464,33,2021-04-02 18:24:58
2477,33,2021-04-02 18:24:58
2476,33,2021-04-02 18:24:58
2473,33,2021-04-02 18:24:58
2525,33,2021-04-02 18:24:58
2499,33,2021-04-02 18:24:58
2512,33,2021-04-02 18:24:58
2500,33,2021-04-02 18:24:58
2344,33,2021-04-02 18:24:58
2343,33,2021-04-02 18:24:58
2668,32,2021-04-02 18:24:58
1970,32,2021-04-02 18:24:58
1950,32,2021-04-02 18:24:58
2102,32,2021-04-02 18:24:58
2103,32,2021-04-02 18:24:58
2696,32,2021-04-02 18:24:58
70,8,2021-04-02 18:24:58
103,8,2021-04-02 18:24:58
118,8,2021-04-02 18:24:58
175,8,2021-04-02 18:24:59
192,8,2021-04-02 18:24:59
206,8,2021-04-02 18:24:59
207,8,2021-04-02 18:24:59
208,8,2021-04-02 18:24:59
209,8,2021-04-02 18:24:59
677,2,2021-04-02 18:24:59
692,2,2021-04-02 18:24:59
747,2,2021-04-02 18:24:59
721,2,2021-04-02 18:24:59
760,2,2021-04-02 18:24:59
782,2,2021-04-02 18:24:59
797,2,2021-04-02 18:24:59
809,2,2021-04-02 18:24:59
934,2,2021-04-02 18:24:59
1104,2,2021-04-02 18:24:59
1117,2,2021-04-02 18:24:59
774,2,2021-04-02 18:24:59
1171,2,2021-04-02 18:24:59
1172,2,2021-04-02 18:24:59
1142,2,2021-04-02 18:24:59
1178,2,2021-04-02 18:24:59
1181,2,2021-04-02 18:24:59
60,4,2021-04-02 18:24:59
67,4,2021-04-02 18:24:59
71,4,2021-04-02 18:24:59
76,4,2021-04-02 18:24:59
80,4,2021-04-02 18:24:59
99,4,2021-04-02 18:24:59
100,4,2021-04-02 18:24:59
101,4,2021-04-02 18:24:59
1381,4,2021-04-02 18:24:59
1423,4,2021-04-02 18:24:59
1454,4,2021-04-02 18:24:59
1481,4,2021-04-02 18:24:59
1675,4,2021-04-02 18:24:59
133,5,2021-04-02 18:24:59
140,5,2021-04-02 18:24:59
157,5,2021-04-02 18:24:59
143,5,2021-04-02 18:24:59
161,5,2021-04-02 18:24:59
166,5,2021-04-02 18:24:59
167,5,2021-04-02 18:24:59
168,5,2021-04-02 18:24:59
169,5,2021-04-02 18:24:59
170,5,2021-04-02 18:24:59
171,5,2021-04-02 18:24:59
172,5,2021-04-02 18:24:59
173,5,2021-04-02 18:24:59
196,5,2021-04-02 18:24:59
1193,27,2021-04-02 18:24:59
1552,27,2021-04-02 18:24:59
1151,27,2021-04-02 18:24:59
1176,27,2021-04-02 18:24:59
1190,27,2021-04-02 18:24:59
1183,27,2021-04-02 18:24:59
1630,27,2021-04-02 18:24:59
1686,27,2021-04-02 18:24:59
1687,27,2021-04-02 18:24:59
1717,27,2021-04-02 18:24:59
1403,28,2021-04-02 18:24:59
1419,28,2021-04-02 18:24:59
1497,28,2021-04-02 18:24:59
1650,28,2021-04-02 18:24:59
1452,28,2021-04-02 18:24:59
1509,28,2021-04-02 18:24:59
1634,28,2021-04-02 18:24:59
1695,28,2021-04-02 18:24:59
1810,28,2021-04-02 18:24:59
1867,28,2021-04-02 18:24:59
3396,25,2021-04-02 18:24:59
3397,25,2021-04-02 18:24:59
2363,25,2021-04-02 18:24:59
3398,25,2021-04-02 18:24:59
3399,25,2021-04-02 18:24:59
2808,25,2021-04-02 18:24:59
2953,25,2021-04-02 18:24:59
3016,25,2021-04-02 18:24:59
222,25,2021-04-02 18:24:59
368,25,2021-04-02 18:24:59
937,25,2021-04-02 18:24:59
1119,25,2021-04-02 18:24:59
1144,25,2021-04-02 18:24:59
1159,25,2021-04-02 18:24:59
1208,25,2021-04-02 18:24:59
1221,25,2021-04-02 18:24:59
1924,25,2021-04-02 18:24:59
1936,25,2021-04-02 18:24:59
2874,25,2021-04-02 18:24:59
2875,25,2021-04-02 18:24:59
1919,25,2021-04-02 18:24:59
2915,25,2021-04-02 18:24:59
2317,25,2021-04-02 18:24:59
1130,25,2021-04-02 18:24:59
2338,25,2021-04-02 18:24:59
61,5,2021-04-02 18:24:59
3018,5,2021-04-02 18:24:59
69,5,2021-04-02 18:24:59
3023,5,2021-04-02 18:24:59
3026,5,2021-04-02 18:24:59
3027,5,2021-04-02 18:24:59
3028,5,2021-04-02 18:24:59
3029,5,2021-04-02 18:24:59
3032,5,2021-04-02 18:24:59
3031,5,2021-04-02 18:24:59
178,5,2021-04-02 18:24:59
3208,5,2021-04-02 18:24:59
78,5,2021-04-02 18:24:59
3226,5,2021-04-02 18:24:59
3019,5,2021-04-02 18:24:59
181,5,2021-04-02 18:24:59
3153,5,2021-04-02 18:24:59
3020,5,2021-04-02 18:24:59
3051,5,2021-04-02 18:24:59
3227,5,2021-04-02 18:24:59
120,5,2021-04-02 18:24:59
3207,5,2021-04-02 18:24:59
3022,5,2021-04-02 18:24:59
121,5,2021-04-02 18:24:59
3007,5,2021-04-02 18:24:59
3264,5,2021-04-02 18:24:59
3263,5,2021-04-02 18:24:59
3168,5,2021-04-02 18:24:59
3231,5,2021-04-02 18:24:59
3164,5,2021-04-02 18:24:59
3197,5,2021-04-02 18:24:59
3172,5,2021-04-02 18:24:59
3118,5,2021-04-02 18:24:59
3191,5,2021-04-02 18:24:59
3014,5,2021-04-02 18:24:59
3192,5,2021-04-02 18:24:59
3212,5,2021-04-02 18:24:59
3001,5,2021-04-02 18:24:59
3119,5,2021-04-02 18:24:59
3190,5,2021-04-02 18:24:59
3013,5,2021-04-02 18:24:59
222,5,2021-04-02 18:24:59
1103,43,2021-04-02 18:24:59
1162,43,2021-04-02 18:24:59
1127,43,2021-04-02 18:24:59
1096,43,2021-04-02 18:24:59
1054,43,2021-04-02 18:24:59
1331,43,2021-04-02 18:24:59
1333,43,2021-04-02 18:24:59
2370,43,2021-04-02 18:24:59
1113,43,2021-04-02 18:24:59
440,43,2021-04-02 18:24:59
2854,43,2021-04-02 18:24:59
2828,43,2021-04-02 18:24:59
2917,43,2021-04-02 18:24:59
1745,5,2021-04-02 18:24:59
1744,5,2021-04-02 18:24:59
1746,5,2021-04-02 18:24:59
110,5,2021-04-02 18:24:59
1764,5,2021-04-02 18:24:59
1768,5,2021-04-02 18:24:59
3496,5,2021-04-02 18:24:59
3439,5,2021-04-02 18:24:59
1837,5,2021-04-02 18:24:59
1845,5,2021-04-02 18:24:59
1850,5,2021-04-02 18:24:59
1869,5,2021-04-02 18:24:59
3444,5,2021-04-02 18:24:59
1880,5,2021-04-02 18:24:59
221,5,2021-04-02 18:24:59
1762,5,2021-04-02 18:24:59
1765,5,2021-04-02 18:24:59
1841,5,2021-04-02 18:24:59
1844,5,2021-04-02 18:24:59
1727,5,2021-04-02 18:24:59
174,5,2021-04-02 18:24:59
1839,5,2021-04-02 18:24:59
1848,5,2021-04-02 18:24:59
1729,5,2021-04-02 18:24:59
1760,5,2021-04-02 18:24:59
1107,61,2021-04-02 18:24:59
1116,61,2021-04-02 18:24:59
1125,61,2021-04-02 18:24:59
881,61,2021-04-02 18:24:59
137,59,2021-04-02 18:24:59
194,59,2021-04-02 18:24:59
279,59,2021-04-02 18:24:59
299,59,2021-04-02 18:24:59
1244,59,2021-04-02 18:24:59
1253,59,2021-04-02 18:24:59
1177,59,2021-04-02 18:24:59
1182,59,2021-04-02 18:24:59
1191,59,2021-04-02 18:24:59
930,59,2021-04-02 18:24:59
279,59,2021-04-02 18:24:59
299,59,2021-04-02 18:24:59
1244,59,2021-04-02 18:24:59
1253,59,2021-04-02 18:24:59
3753,59,2021-04-02 18:24:59
534,59,2021-04-02 18:24:59
625,59,2021-04-02 18:24:59
638,59,2021-04-02 18:24:59
641,59,2021-04-02 18:24:59
644,59,2021-04-02 18:25:00
649,59,2021-04-02 18:25:00
651,59,2021-04-02 18:25:00
669,59,2021-04-02 18:25:00
693,59,2021-04-02 18:25:00
695,59,2021-04-02 18:25:00
799,59,2021-04-02 18:25:00
881,59,2021-04-02 18:25:00
1116,59,2021-04-02 18:25:00
1107,59,2021-04-02 18:25:00
1125,59,2021-04-02 18:25:00
196,43,2021-04-02 18:25:00
1133,43,2021-04-02 18:25:00
157,43,2021-04-02 18:25:00
140,43,2021-04-02 18:25:00
166,43,2021-04-02 18:25:00
174,43,2021-04-02 18:25:00
167,43,2021-04-02 18:25:00
168,43,2021-04-02 18:25:00
170,43,2021-04-02 18:25:00
171,43,2021-04-02 18:25:00
172,43,2021-04-02 18:25:00
122,43,2021-04-02 18:25:00
70,43,2021-04-02 18:25:00
103,43,2021-04-02 18:25:00
118,43,2021-04-02 18:25:00
175,43,2021-04-02 18:25:00
192,43,2021-04-02 18:25:00
206,43,2021-04-02 18:25:00
207,43,2021-04-02 18:25:00
208,43,2021-04-02 18:25:00
209,43,2021-04-02 18:25:00
937,43,2021-04-02 18:25:00
1119,43,2021-04-02 18:25:00
1144,43,2021-04-02 18:25:00
1159,43,2021-04-02 18:25:00
1208,43,2021-04-02 18:25:00
1221,43,2021-04-02 18:25:00
187,43,2021-04-02 18:25:00
189,43,2021-04-02 18:25:00
193,43,2021-04-02 18:25:00
190,43,2021-04-02 18:25:00
1552,43,2021-04-02 18:25:00
1630,43,2021-04-02 18:25:00
1547,43,2021-04-02 18:25:00
1190,43,2021-04-02 18:25:00
1183,43,2021-04-02 18:25:00
1193,43,2021-04-02 18:25:00
1176,43,2021-04-02 18:25:00
1686,43,2021-04-02 18:25:00
1687,43,2021-04-02 18:25:00
1327,43,2021-04-02 18:25:00
1383,43,2021-04-02 18:25:00
1397,43,2021-04-02 18:25:00
1455,43,2021-04-02 18:25:00
1456,43,2021-04-02 18:25:00
1472,43,2021-04-02 18:25:00
1474,43,2021-04-02 18:25:00
1548,43,2021-04-02 18:25:00
1632,43,2021-04-02 18:25:00
1642,43,2021-04-02 18:25:00
1628,43,2021-04-02 18:25:00
1685,43,2021-04-02 18:25:00
1697,43,2021-04-02 18:25:00
1786,43,2021-04-02 18:25:00
148,43,2021-04-02 18:25:00
152,43,2021-04-02 18:25:00
154,43,2021-04-02 18:25:00
203,43,2021-04-02 18:25:00
186,43,2021-04-02 18:25:00
1764,43,2021-04-02 18:25:00
1768,43,2021-04-02 18:25:00
1837,43,2021-04-02 18:25:00
1845,43,2021-04-02 18:25:00
1305,43,2021-04-02 18:25:00
1160,43,2021-04-02 18:25:00
1333,43,2021-04-02 18:25:00
1982,43,2021-04-02 18:25:00
2045,43,2021-04-02 18:25:00
2544,43,2021-04-02 18:25:00
2545,43,2021-04-02 18:25:00
2190,43,2021-04-02 18:25:00
1891,43,2021-04-02 18:25:00
1894,43,2021-04-02 18:25:00
1931,43,2021-04-02 18:25:00
1948,43,2021-04-02 18:25:00
2191,43,2021-04-02 18:25:00
2199,43,2021-04-02 18:25:00
2217,43,2021-04-02 18:25:00
2236,43,2021-04-02 18:25:00
2406,43,2021-04-02 18:25:00
1314,43,2021-04-02 18:25:00
2198,43,2021-04-02 18:25:00
2180,43,2021-04-02 18:25:00
2408,43,2021-04-02 18:25:00
2163,43,2021-04-02 18:25:00
2449,43,2021-04-02 18:25:00
2182,43,2021-04-02 18:25:00
2404,43,2021-04-02 18:25:00
164,43,2021-04-02 18:25:00
2314,43,2021-04-02 18:25:00
2448,43,2021-04-02 18:25:00
2515,43,2021-04-02 18:25:00
2611,43,2021-04-02 18:25:00
2507,43,2021-04-02 18:25:00
2504,43,2021-04-02 18:25:00
2502,43,2021-04-02 18:25:00
2370,43,2021-04-02 18:25:00
1103,43,2021-04-02 18:25:00
1113,43,2021-04-02 18:25:00
440,43,2021-04-02 18:25:00
2959,43,2021-04-02 18:25:00
2118,43,2021-04-02 18:25:00
2120,43,2021-04-02 18:25:00
1170,43,2021-04-02 18:25:00
221,43,2021-04-02 18:25:00
497,43,2021-04-02 18:25:00
506,43,2021-04-02 18:25:00
522,43,2021-04-02 18:25:00
535,43,2021-04-02 18:25:00
536,43,2021-04-02 18:25:00
543,43,2021-04-02 18:25:00
603,43,2021-04-02 18:25:00
660,43,2021-04-02 18:25:00
659,43,2021-04-02 18:25:00
196,43,2021-04-02 18:25:00
133,43,2021-04-02 18:25:00
140,43,2021-04-02 18:25:00
157,43,2021-04-02 18:25:00
143,43,2021-04-02 18:25:00
161,43,2021-04-02 18:25:00
166,43,2021-04-02 18:25:00
167,43,2021-04-02 18:25:00
168,43,2021-04-02 18:25:00
169,43,2021-04-02 18:25:00
170,43,2021-04-02 18:25:00
171,43,2021-04-02 18:25:00
172,43,2021-04-02 18:25:00
173,43,2021-04-02 18:25:00
937,43,2021-04-02 18:25:00
1119,43,2021-04-02 18:25:00
1144,43,2021-04-02 18:25:00
1159,43,2021-04-02 18:25:00
1208,43,2021-04-02 18:25:00
1221,43,2021-04-02 18:25:00
1919,43,2021-04-02 18:25:00
1924,43,2021-04-02 18:25:00
1936,43,2021-04-02 18:25:00
2317,43,2021-04-02 18:25:00
2363,43,2021-04-02 18:25:00
1130,43,2021-04-02 18:25:00
2338,43,2021-04-02 18:25:00
3804,43,2021-04-02 18:25:00
1170,43,2021-04-02 18:25:00
221,43,2021-04-02 18:25:00
3700,43,2021-04-02 18:25:00
3726,43,2021-04-02 18:25:00
2306,43,2021-04-02 18:25:00
2324,43,2021-04-02 18:25:00
152,43,2021-04-02 18:25:00
3837,43,2021-04-02 18:25:00
3814,43,2021-04-02 18:25:00
3136,43,2021-04-02 18:25:00
3117,43,2021-04-02 18:25:00
3099,43,2021-04-02 18:25:00
3151,43,2021-04-02 18:25:00
3149,43,2021-04-02 18:25:00
3277,43,2021-04-02 18:25:00
2883,43,2021-04-02 18:25:00
2406,43,2021-04-02 18:25:00
2850,43,2021-04-02 18:25:00
2341,43,2021-04-02 18:25:00
2342,43,2021-04-02 18:25:00
2367,43,2021-04-02 18:25:00
2350,43,2021-04-02 18:25:00
2373,43,2021-04-02 18:25:00
2388,43,2021-04-02 18:25:00
2372,43,2021-04-02 18:25:00
2405,43,2021-04-02 18:25:00
2471,43,2021-04-02 18:25:00
2475,43,2021-04-02 18:25:00
2478,43,2021-04-02 18:25:00
2445,43,2021-04-02 18:25:00
3836,43,2021-04-02 18:25:00
2343,43,2021-04-02 18:25:00
2169,43,2021-04-02 18:25:00
3447,49,2021-04-02 18:25:00
3458,49,2021-04-02 18:25:00
3428,49,2021-04-02 18:25:00
3432,49,2021-04-02 18:25:00
3492,49,2021-04-02 18:25:00
3485,49,2021-04-02 18:25:00
3425,49,2021-04-02 18:25:00
3438,49,2021-04-02 18:25:00
3419,49,2021-04-02 18:25:00
3545,49,2021-04-02 18:25:00
3564,49,2021-04-02 18:25:00
3634,49,2021-04-02 18:25:00
3455,49,2021-04-02 18:25:00
3488,49,2021-04-02 18:25:00
4024,49,2021-04-02 18:25:00
3476,49,2021-04-02 18:25:00
3410,49,2021-04-02 18:25:00
3555,49,2021-04-02 18:25:00
3472,49,2021-04-02 18:25:00
3477,49,2021-04-02 18:25:00
196,49,2021-04-02 18:25:00
133,49,2021-04-02 18:25:00
140,49,2021-04-02 18:25:00
157,49,2021-04-02 18:25:00
143,49,2021-04-02 18:25:00
161,49,2021-04-02 18:25:00
166,49,2021-04-02 18:25:00
167,49,2021-04-02 18:25:00
168,49,2021-04-02 18:25:00
169,49,2021-04-02 18:25:00
170,49,2021-04-02 18:25:00
171,49,2021-04-02 18:25:00
172,49,2021-04-02 18:25:00
173,49,2021-04-02 18:25:00
1052,43,2021-04-02 18:25:00
1113,43,2021-04-02 18:25:00
440,43,2021-04-02 18:25:00
1333,43,2021-04-02 18:25:00
1982,43,2021-04-02 18:25:00
2045,43,2021-04-02 18:25:00
2190,43,2021-04-02 18:25:00
2544,43,2021-04-02 18:25:00
2545,43,2021-04-02 18:25:00
2777,43,2021-04-02 18:25:00
2724,43,2021-04-02 18:25:00
2715,43,2021-04-02 18:25:00
1331,43,2021-04-02 18:25:00
1474,43,2021-04-02 18:25:00
1642,43,2021-04-02 18:25:00
1548,43,2021-04-02 18:25:00
1632,43,2021-04-02 18:25:00
1628,43,2021-04-02 18:25:00
1697,43,2021-04-02 18:25:00
1685,43,2021-04-02 18:25:00
3315,43,2021-04-02 18:25:00
2960,43,2021-04-02 18:25:00
3240,43,2021-04-02 18:25:00
2737,43,2021-04-02 18:25:00
766,43,2021-04-02 18:25:00
1103,43,2021-04-02 18:25:00
3926,73,2021-04-02 18:25:00
7004,73,2021-04-02 18:25:00
6265,73,2021-04-02 18:25:00
4162,73,2021-04-02 18:25:00
6461,73,2021-04-02 18:25:00
6462,73,2021-04-02 18:25:00
4191,73,2021-04-02 18:25:00
6263,73,2021-04-02 18:25:00
6264,73,2021-04-02 18:25:00
7022,73,2021-04-02 18:25:00
7023,73,2021-04-02 18:25:00
1745,92,2021-04-02 18:25:02
1744,92,2021-04-02 18:25:02
1746,92,2021-04-02 18:25:02
110,92,2021-04-02 18:25:02
1764,92,2021-04-02 18:25:02
1768,92,2021-04-02 18:25:02
3496,92,2021-04-02 18:25:02
3439,92,2021-04-02 18:25:02
1837,92,2021-04-02 18:25:02
1845,92,2021-04-02 18:25:02
1850,92,2021-04-02 18:25:02
1869,92,2021-04-02 18:25:02
3444,92,2021-04-02 18:25:02
1880,92,2021-04-02 18:25:02
221,92,2021-04-02 18:25:02
1762,92,2021-04-02 18:25:02
1765,92,2021-04-02 18:25:02
1841,92,2021-04-02 18:25:02
1844,92,2021-04-02 18:25:02
1727,92,2021-04-02 18:25:02
174,92,2021-04-02 18:25:02
1839,92,2021-04-02 18:25:02
1848,92,2021-04-02 18:25:02
1729,92,2021-04-02 18:25:02
1760,92,2021-04-02 18:25:02
61,92,2021-04-02 18:25:02
3018,92,2021-04-02 18:25:02
69,92,2021-04-02 18:25:02
3023,92,2021-04-02 18:25:02
3026,92,2021-04-02 18:25:02
3027,92,2021-04-02 18:25:02
3028,92,2021-04-02 18:25:02
3029,92,2021-04-02 18:25:02
3032,92,2021-04-02 18:25:02
3031,92,2021-04-02 18:25:02
178,92,2021-04-02 18:25:02
3208,92,2021-04-02 18:25:02
78,92,2021-04-02 18:25:02
3226,92,2021-04-02 18:25:02
3019,92,2021-04-02 18:25:02
181,92,2021-04-02 18:25:02
3153,92,2021-04-02 18:25:02
3020,92,2021-04-02 18:25:02
3051,92,2021-04-02 18:25:02
3227,92,2021-04-02 18:25:02
120,92,2021-04-02 18:25:02
3207,92,2021-04-02 18:25:02
3022,92,2021-04-02 18:25:02
121,92,2021-04-02 18:25:02
3007,92,2021-04-02 18:25:02
3264,92,2021-04-02 18:25:02
3263,92,2021-04-02 18:25:02
3168,92,2021-04-02 18:25:02
3231,92,2021-04-02 18:25:02
3164,92,2021-04-02 18:25:02
3197,92,2021-04-02 18:25:02
3172,92,2021-04-02 18:25:02
3118,92,2021-04-02 18:25:02
3191,92,2021-04-02 18:25:02
3014,92,2021-04-02 18:25:02
3192,92,2021-04-02 18:25:02
3212,92,2021-04-02 18:25:02
3001,92,2021-04-02 18:25:02
3119,92,2021-04-02 18:25:02
3190,92,2021-04-02 18:25:02
3013,92,2021-04-02 18:25:02
222,92,2021-04-02 18:25:02
1180,2,2021-04-02 18:25:02
890,2,2021-04-02 18:25:02
1778,2,2021-04-02 18:25:02
1166,2,2021-04-02 18:25:02
1168,2,2021-04-02 18:25:02
1187,2,2021-04-02 18:25:02
1287,2,2021-04-02 18:25:02
1846,2,2021-04-02 18:25:02
2368,2,2021-04-02 18:25:02
2413,2,2021-04-02 18:25:02
1294,2,2021-04-02 18:25:02
4414,4,2021-04-02 18:25:02
481,4,2021-04-02 18:25:02
506,89,2021-04-02 18:25:02
522,89,2021-04-02 18:25:02
497,89,2021-04-02 18:25:02
535,89,2021-04-02 18:25:02
536,89,2021-04-02 18:25:02
543,89,2021-04-02 18:25:02
603,89,2021-04-02 18:25:02
660,89,2021-04-02 18:25:02
659,89,2021-04-02 18:25:02
1036,89,2021-04-02 18:25:02
1037,89,2021-04-02 18:25:02
887,89,2021-04-02 18:25:02
888,89,2021-04-02 18:25:02
886,89,2021-04-02 18:25:02
889,89,2021-04-02 18:25:02
3540,81,2021-04-02 18:25:02
2107,81,2021-04-02 18:25:02
2356,81,2021-04-02 18:25:02
2109,81,2021-04-02 18:25:02
2110,81,2021-04-02 18:25:02
748,4,2021-04-02 18:25:02
2050,4,2021-04-02 18:25:02
971,4,2021-04-02 18:25:02
972,4,2021-04-02 18:25:02
974,4,2021-04-02 18:25:02
975,4,2021-04-02 18:25:02
973,4,2021-04-02 18:25:02
980,4,2021-04-02 18:25:02
981,4,2021-04-02 18:25:02
982,4,2021-04-02 18:25:02
983,4,2021-04-02 18:25:02
993,4,2021-04-02 18:25:02
1011,4,2021-04-02 18:25:02
1012,4,2021-04-02 18:25:02
2242,4,2021-04-02 18:25:02
223,83,2021-04-02 18:25:02
749,83,2021-04-02 18:25:02
910,83,2021-04-02 18:25:02
911,83,2021-04-02 18:25:02
1007,83,2021-04-02 18:25:02
912,83,2021-04-02 18:25:02
223,82,2021-04-02 18:25:02
749,82,2021-04-02 18:25:02
910,82,2021-04-02 18:25:02
911,82,2021-04-02 18:25:02
1007,82,2021-04-02 18:25:02
912,82,2021-04-02 18:25:02
5184,91,2021-04-02 18:25:02
5568,91,2021-04-02 18:25:02
6242,91,2021-04-02 18:25:02
6511,91,2021-04-02 18:25:02
6530,91,2021-04-02 18:25:02
6934,86,2021-04-02 18:25:02
1133,6,2021-04-02 18:25:02
2344,6,2021-04-02 18:25:02
2774,6,2021-04-02 18:25:02
2776,6,2021-04-02 18:25:02
1327,6,2021-04-02 18:25:02
2720,6,2021-04-02 18:25:02
2254,6,2021-04-02 18:25:02
1501,6,2021-04-02 18:25:02
2101,6,2021-04-02 18:25:02
1052,6,2021-04-02 18:25:02
1103,6,2021-04-02 18:25:02
1113,6,2021-04-02 18:25:02
2370,6,2021-04-02 18:25:02
4219,6,2021-04-02 18:25:02
2202,6,2021-04-02 18:25:02
2800,6,2021-04-02 18:25:02
6870,6,2021-04-02 18:25:02
4159,6,2021-04-02 18:25:02
1963,6,2021-04-02 18:25:02
187,6,2021-04-02 18:25:02
189,6,2021-04-02 18:25:02
193,6,2021-04-02 18:25:02
190,6,2021-04-02 18:25:02
2842,6,2021-04-02 18:25:02
2788,6,2021-04-02 18:25:02
2604,6,2021-04-02 18:25:02
2791,6,2021-04-02 18:25:02
2629,6,2021-04-02 18:25:02
70,6,2021-04-02 18:25:02
118,6,2021-04-02 18:25:02
103,6,2021-04-02 18:25:02
209,6,2021-04-02 18:25:02
206,6,2021-04-02 18:25:02
208,6,2021-04-02 18:25:02
192,6,2021-04-02 18:25:02
175,6,2021-04-02 18:25:03
885,6,2021-04-02 18:25:03
80,6,2021-04-02 18:25:03
101,6,2021-04-02 18:25:03
102,6,2021-04-02 18:25:03
1001,6,2021-04-02 18:25:03
994,6,2021-04-02 18:25:03
985,6,2021-04-02 18:25:03
478,6,2021-04-02 18:25:03
483,6,2021-04-02 18:25:03
485,6,2021-04-02 18:25:03
490,6,2021-04-02 18:25:03
495,6,2021-04-02 18:25:03
137,6,2021-04-02 18:25:03
1177,6,2021-04-02 18:25:03
1182,6,2021-04-02 18:25:03
279,6,2021-04-02 18:25:03
299,6,2021-04-02 18:25:03
930,6,2021-04-02 18:25:03
497,6,2021-04-02 18:25:03
506,6,2021-04-02 18:25:03
888,6,2021-04-02 18:25:03
3974,6,2021-04-02 18:25:03
1250,6,2021-04-02 18:25:03
1516,4,2021-04-02 18:25:03
1591,4,2021-04-02 18:25:03
