student_id,school_id,department_id
10224,117.0,21.0
10851,117.0,1.0
10882,117.0,
11441,117.0,1.0
11674,117.0,1.0
11694,117.0,1.0
11699,1587.0,29.0
11705,117.0,1.0
11706,117.0,
11711,117.0,
11715,117.0,
11716,117.0,
11717,117.0,1.0
11718,117.0,1.0
11719,117.0,
11720,117.0,
11721,117.0,
11723,117.0,
11724,117.0,1.0
11737,117.0,
12445,1587.0,29.0
12484,1587.0,29.0
12525,117.0,
12633,1587.0,
12751,1587.0,29.0
12820,1587.0,29.0
12843,1587.0,29.0
12899,1587.0,
12983,1587.0,
13046,1587.0,
13105,465.0,
13109,1587.0,29.0
13422,1579.0,23.0
13485,1585.0,
13604,1587.0,
13706,1579.0,
13773,1587.0,289.0
14016,117.0,1.0
14536,1577.0,
14546,1577.0,
14798,1579.0,23.0
14822,1587.0,29.0
14827,1587.0,
14829,1587.0,
14830,1587.0,
14832,1587.0,
14836,1587.0,
14840,1587.0,29.0
14850,1579.0,
14855,1579.0,23.0
14858,1579.0,
14859,1579.0,
14867,1587.0,
14870,1579.0,
14873,1579.0,
14877,1579.0,23.0
14889,1579.0,24.0
14944,1579.0,
14950,1579.0,
14955,1587.0,29.0
14956,1587.0,29.0
14957,1587.0,
14958,1587.0,29.0
14959,1587.0,
14960,1587.0,
14961,1587.0,
14962,1587.0,29.0
14965,1587.0,29.0
14966,1587.0,29.0
14968,1587.0,
14969,1587.0,
14970,1587.0,
14971,1587.0,29.0
14973,1587.0,
14974,1587.0,
14976,1587.0,29.0
14977,1587.0,
14978,1587.0,29.0
14980,1587.0,
14984,1587.0,
14986,1587.0,
14987,1587.0,29.0
14989,1587.0,
14990,1587.0,
14993,1587.0,
14995,1587.0,
14996,1587.0,
14999,1587.0,
15001,1587.0,
15002,1587.0,
15006,1587.0,29.0
15007,1587.0,
15018,1587.0,
15058,1587.0,
15064,1579.0,
15066,1579.0,
15069,1579.0,
15071,1579.0,
15072,1579.0,
15074,1579.0,
15076,1579.0,
15077,1579.0,23.0
15078,1579.0,
15081,1579.0,23.0
15087,1579.0,
15089,1579.0,
15090,1579.0,
15093,1587.0,
15094,1587.0,
15124,1579.0,
15187,1579.0,
15247,1579.0,
15273,1587.0,
15274,1587.0,
15311,1579.0,
15315,1579.0,
15319,1579.0,
15345,1579.0,23.0
15347,1587.0,
15348,1587.0,
15379,1579.0,23.0
15384,1579.0,23.0
15397,1579.0,23.0
15514,1579.0,
15574,1587.0,
15739,205.0,2484.0
15741,117.0,31184.0
15751,35781.0,32741.0
15791,2525.0,31462.0
15836,117.0,
15874,117.0,1.0
15888,117.0,1.0
15938,117.0,
16019,117.0,17.0
16216,1579.0,
16220,142.0,1802.0
16272,1579.0,
16277,1579.0,
16280,1579.0,23.0
16302,1579.0,
16307,1579.0,
16319,1579.0,
16323,1579.0,
16326,1579.0,
16332,1579.0,
16367,1579.0,
16604,1587.0,
16607,1587.0,
16615,1587.0,29.0
16667,1579.0,
16718,1587.0,29.0
17143,1585.0,
17150,1587.0,29.0
17154,1579.0,
17157,1579.0,
17158,1579.0,
17160,1579.0,23.0
17162,1587.0,
17271,1587.0,29.0
17272,1587.0,29.0
17275,1579.0,
17795,1579.0,
17796,1579.0,
17797,1579.0,
17799,2438.0,
17800,1579.0,
17801,1579.0,
17802,1579.0,
17805,1579.0,
17828,1587.0,
17837,1579.0,
17838,1579.0,
17839,1579.0,23.0
17840,1579.0,
17841,1579.0,
17853,1579.0,23.0
17855,1579.0,
17911,1597.0,32188.0
17916,1587.0,
17983,117.0,
17985,1579.0,
17988,1579.0,
17996,1579.0,23.0
17998,1579.0,
18000,1579.0,23.0
18023,1579.0,
18034,1585.0,
18036,1579.0,
18041,1579.0,
18043,1579.0,
18069,1579.0,
18073,2435.0,
18086,2435.0,
18089,2317.0,
18100,2435.0,
18106,2435.0,
18113,1585.0,
18114,1585.0,
18115,1585.0,
18116,1585.0,
18117,1585.0,
18118,1585.0,
18120,1585.0,
18121,1481.0,13841.0
18122,1585.0,
18123,1585.0,
18125,1585.0,
18126,1585.0,
18127,1585.0,
18128,1585.0,
18129,1585.0,
18130,1585.0,
18131,1585.0,148.0
18133,1585.0,
18132,1585.0,
18134,1585.0,
18136,1585.0,
18138,1585.0,
18139,1585.0,
18141,1585.0,
18142,117.0,1.0
18143,1585.0,
18145,1585.0,
18146,1585.0,
18148,1585.0,
18153,1585.0,
18154,1585.0,
18157,1579.0,
18158,1585.0,
18160,1585.0,
18162,1585.0,
18163,1577.0,244.0
18164,1585.0,
18165,1585.0,
18166,1585.0,
18167,1585.0,
18168,1585.0,
18172,1585.0,
18175,1585.0,
18177,1585.0,
18180,1585.0,
18182,1579.0,
18185,1585.0,
18188,1585.0,
18189,1585.0,
18192,1585.0,
18193,1585.0,
18195,1585.0,
18203,1579.0,
18212,1585.0,
18214,1585.0,
18232,117.0,
18235,1585.0,
18236,1585.0,
18237,1585.0,
18250,1579.0,23.0
18256,1585.0,
18343,1579.0,
18351,2438.0,
18362,1579.0,
18377,1579.0,
18382,1579.0,
18383,1579.0,
18413,1579.0,23.0
18414,1579.0,
18428,117.0,
18437,1585.0,148.0
18444,1585.0,148.0
18445,1585.0,148.0
18447,1585.0,148.0
18448,1585.0,148.0
18450,1585.0,148.0
18460,1585.0,
18461,1585.0,148.0
18578,1579.0,
18661,1579.0,
18666,1579.0,
18668,1579.0,
18669,1579.0,
18680,1579.0,
18693,1579.0,
18694,1579.0,
18698,1579.0,23.0
18710,1579.0,
18725,1579.0,32339.0
18735,1579.0,
18738,1579.0,
18782,117.0,
18783,117.0,1.0
18796,117.0,
18894,1585.0,
18897,1585.0,
18980,1579.0,
19007,1587.0,
19020,1585.0,
19195,1579.0,
19202,1579.0,
19203,1579.0,23.0
19204,1579.0,
19205,117.0,1.0
19218,1579.0,
19234,117.0,1.0
19294,1585.0,
19347,1579.0,
19696,1577.0,244.0
19732,117.0,31115.0
19800,117.0,
19847,117.0,
19915,1579.0,
19982,1577.0,
20006,117.0,
20008,117.0,21.0
20028,1579.0,
20115,117.0,
20120,117.0,
20162,117.0,
20164,117.0,
20168,117.0,
20198,117.0,71.0
20230,1577.0,
20239,117.0,
20240,117.0,
20335,2438.0,
20341,2438.0,
20354,2438.0,
20361,2438.0,
20390,117.0,
20394,1587.0,
20395,1587.0,
20396,1587.0,
20397,1587.0,
20398,1587.0,
20419,1579.0,
20473,1587.0,
20474,1587.0,29.0
20475,1587.0,29.0
20477,1587.0,
20478,1587.0,
20479,1587.0,
20480,1587.0,
20481,1587.0,
20482,1587.0,
20484,1587.0,
20485,1587.0,
20487,1587.0,
20488,1587.0,
20489,1587.0,
20490,1587.0,
20491,1587.0,
20492,1587.0,
20493,1587.0,
20496,1587.0,
20497,1587.0,
20498,1587.0,29.0
20499,1587.0,
20500,1587.0,
20502,1587.0,
20503,1587.0,
20504,1587.0,29.0
20533,117.0,1.0
20549,117.0,
20556,117.0,71.0
20566,117.0,
20576,117.0,1.0
20706,1587.0,29.0
20707,1587.0,
20945,1577.0,
21192,117.0,71.0
21291,1579.0,
21503,696.0,6221.0
21543,117.0,
21552,117.0,
21558,117.0,
21563,117.0,
21593,117.0,
21606,117.0,
21628,117.0,
21682,117.0,
21683,117.0,
21686,117.0,
21709,117.0,
21728,117.0,
21807,117.0,27288.0
21882,117.0,
21888,117.0,27288.0
21980,117.0,
21995,117.0,
21998,117.0,
22007,117.0,
22127,117.0,
22131,1582.0,182.0
22179,117.0,1.0
23022,1587.0,29.0
23484,1587.0,29.0
23485,1587.0,
23487,1587.0,
23488,1587.0,
23489,1587.0,
23491,1587.0,29.0
23493,1587.0,
23494,1587.0,
23495,1587.0,
23496,1587.0,
23497,1587.0,
23498,1587.0,29.0
23500,1587.0,
23502,1587.0,29.0
23503,1587.0,29.0
23504,1587.0,
23505,1587.0,
23509,1587.0,
23510,1587.0,
23514,1587.0,
23515,1587.0,
23516,1587.0,29.0
23518,1587.0,
23520,1587.0,
23521,1587.0,29.0
23525,1587.0,
23527,1587.0,
23528,1587.0,
23529,1587.0,
23530,1587.0,
23532,1587.0,29.0
23544,1587.0,
23553,1587.0,
23564,1587.0,29.0
23648,1579.0,
23840,1587.0,
23863,1587.0,
23865,1587.0,
23866,1587.0,
23867,1587.0,
23868,1587.0,
23869,1587.0,29.0
23870,1587.0,
23872,1587.0,
23874,1587.0,29.0
23875,1587.0,
23876,1587.0,
23878,1587.0,29.0
23880,1587.0,29.0
23883,1587.0,
23884,1587.0,29.0
23885,1587.0,29.0
23886,1587.0,
23888,1587.0,29.0
23892,1587.0,
23944,1579.0,
23950,1579.0,23.0
24044,1585.0,
24072,1579.0,
24082,1587.0,
24086,1587.0,
24269,1587.0,29.0
24283,1585.0,321.0
24318,1585.0,148.0
24320,1585.0,148.0
24388,1587.0,29.0
24467,1587.0,
24487,2438.0,
24560,1585.0,
24577,1585.0,148.0
24605,117.0,
24609,1585.0,
24621,1585.0,
24634,1587.0,29.0
24635,1587.0,
24636,1587.0,
24639,1587.0,
24641,1587.0,
24642,1587.0,29.0
24644,1587.0,
24645,1587.0,29.0
24647,1587.0,
24648,1587.0,
24649,1587.0,
24650,1587.0,
24652,1587.0,
24653,1587.0,
24654,1587.0,
24657,1587.0,
24661,1587.0,
24662,1587.0,29.0
24663,1587.0,
24664,1587.0,
24666,1587.0,
24667,1587.0,
24669,1587.0,
24670,1587.0,29.0
24673,1587.0,29.0
24678,1587.0,29.0
24680,1587.0,
24721,117.0,
24731,117.0,1.0
24737,117.0,
24738,117.0,1.0
24742,2520.0,
24762,2507.0,
24764,2507.0,
24766,2524.0,3.0
24783,2543.0,
24801,1579.0,
24826,1579.0,
24845,2438.0,
24904,1579.0,
24906,1579.0,23.0
24907,1579.0,
24908,1579.0,23.0
24913,1579.0,23.0
24914,1579.0,23.0
24919,1579.0,23.0
24920,1579.0,
24947,1579.0,23.0
24969,3396.0,31720.0
25033,1579.0,23.0
25037,1579.0,23.0
25039,1579.0,
25040,1579.0,23.0
25043,1579.0,
25044,1579.0,23.0
25046,1579.0,
25048,1579.0,23.0
25051,1579.0,
25054,1579.0,
25075,1579.0,23.0
25122,1579.0,23.0
25123,1579.0,23.0
25124,1579.0,23.0
25125,1579.0,
25126,1579.0,23.0
25128,1579.0,23.0
25130,1579.0,23.0
25131,1579.0,
25132,1579.0,23.0
25133,1579.0,23.0
25135,2438.0,353.0
25136,2438.0,
25137,2438.0,353.0
25138,2438.0,353.0
25140,2438.0,353.0
25141,2438.0,353.0
25142,2438.0,353.0
25143,2438.0,353.0
25144,2438.0,353.0
25145,2438.0,353.0
25146,2438.0,353.0
25147,2438.0,353.0
25148,2438.0,353.0
25149,2438.0,353.0
25150,2438.0,353.0
25151,2438.0,353.0
25152,2438.0,353.0
25153,2438.0,353.0
25154,2438.0,353.0
25157,2438.0,
25159,2438.0,353.0
25160,2438.0,353.0
25161,2438.0,353.0
25162,2438.0,353.0
25163,2438.0,353.0
25164,2438.0,353.0
25165,2438.0,353.0
25166,2438.0,353.0
25167,2438.0,353.0
25169,2438.0,31806.0
25170,2438.0,353.0
25171,2438.0,353.0
25174,2438.0,353.0
25175,2438.0,353.0
25176,2438.0,
25177,2438.0,353.0
25178,2438.0,
25179,2438.0,353.0
25180,2438.0,353.0
25182,2438.0,353.0
25183,1579.0,24.0
25185,2438.0,
25187,2438.0,31806.0
25188,2438.0,
25189,1579.0,24.0
25190,2438.0,
25191,2438.0,353.0
25192,2438.0,
25196,1579.0,23.0
25197,1579.0,23.0
25228,1579.0,23.0
25235,1579.0,32745.0
25287,1579.0,
25305,1579.0,23.0
25306,1579.0,23.0
25308,2438.0,
25310,2438.0,353.0
25311,2438.0,353.0
25316,2438.0,353.0
25317,2438.0,353.0
25318,2438.0,353.0
25320,2438.0,353.0
25321,2438.0,353.0
25322,2438.0,353.0
25323,2539.0,
25520,1581.0,126.0
25582,1579.0,23.0
25633,1579.0,23.0
25738,2142.0,
25781,1579.0,23.0
25788,2540.0,
25970,2438.0,353.0
26021,1579.0,23.0
26032,1587.0,
26033,1587.0,36.0
26044,1579.0,23.0
26045,1587.0,
26053,1587.0,36.0
26058,1579.0,23.0
26061,1579.0,23.0
26068,1587.0,36.0
26074,1587.0,
26089,1587.0,36.0
26092,1587.0,
26100,117.0,
26101,117.0,17.0
26102,117.0,71.0
26103,117.0,
26104,117.0,17.0
26106,117.0,21.0
26107,117.0,14.0
26108,117.0,
26109,117.0,71.0
26110,117.0,69.0
26111,117.0,71.0
26112,117.0,
26113,117.0,19.0
26116,117.0,21.0
26117,117.0,14.0
26118,117.0,19.0
26119,117.0,
26120,469.0,
26122,117.0,21.0
26123,117.0,14.0
26124,117.0,69.0
26138,1587.0,36.0
26146,117.0,71.0
26150,117.0,71.0
26151,117.0,21.0
26152,117.0,
26157,117.0,21.0
26158,117.0,
26160,117.0,
26161,117.0,
26162,117.0,13.0
26165,117.0,17.0
26166,117.0,
26167,1587.0,
26168,117.0,
26169,117.0,13.0
26170,117.0,
26171,117.0,
26172,117.0,
26173,117.0,
26174,117.0,
26175,117.0,
26176,117.0,
26177,117.0,
26178,1587.0,
26179,117.0,1.0
26180,117.0,1.0
26181,117.0,
26182,117.0,1.0
26183,117.0,1.0
26184,117.0,71.0
26185,117.0,
26186,117.0,71.0
26188,117.0,
26190,117.0,71.0
26192,117.0,
26193,117.0,21.0
26195,117.0,71.0
26196,117.0,
26197,117.0,71.0
26198,117.0,71.0
26199,117.0,
26201,117.0,
26203,117.0,21.0
26204,117.0,21.0
26207,117.0,
26208,117.0,
26210,117.0,21.0
26211,117.0,21.0
26212,117.0,27288.0
26213,117.0,
26214,117.0,21.0
26215,117.0,27288.0
26216,117.0,71.0
26217,117.0,71.0
26218,117.0,71.0
26219,117.0,71.0
26220,117.0,71.0
26221,117.0,21.0
26223,117.0,21.0
26224,117.0,71.0
26225,117.0,21.0
26226,117.0,
26227,117.0,71.0
26229,117.0,71.0
26230,117.0,21.0
26231,117.0,21.0
26232,117.0,21.0
26234,117.0,21.0
26235,117.0,71.0
26237,117.0,71.0
26238,117.0,14.0
26239,117.0,71.0
26240,117.0,21.0
26241,117.0,
26242,117.0,71.0
26243,117.0,71.0
26244,117.0,71.0
26245,117.0,18.0
26247,117.0,71.0
26248,117.0,21.0
26249,117.0,71.0
26250,117.0,1.0
26251,117.0,21.0
26252,117.0,21.0
26253,117.0,19.0
26254,117.0,
26256,117.0,
26258,117.0,
26259,117.0,71.0
26260,117.0,27288.0
26261,117.0,
26262,117.0,27288.0
26263,117.0,
26264,117.0,71.0
26265,117.0,17.0
26266,117.0,17.0
26267,117.0,
26269,117.0,21.0
26270,117.0,21.0
26271,117.0,71.0
26272,117.0,71.0
26273,117.0,71.0
26274,117.0,
26275,117.0,1.0
26276,117.0,1.0
26277,117.0,71.0
26278,117.0,71.0
26280,117.0,
26281,117.0,
26282,117.0,71.0
26283,117.0,71.0
26284,117.0,21.0
26285,117.0,71.0
26286,117.0,21.0
26287,117.0,21.0
26288,117.0,21.0
26289,117.0,21.0
26290,117.0,
26293,117.0,17.0
26294,117.0,14.0
26295,117.0,
26297,117.0,14.0
26298,117.0,71.0
26299,117.0,21.0
26300,117.0,71.0
26302,117.0,21.0
26303,117.0,21.0
26304,117.0,
26305,117.0,
26306,117.0,21.0
26307,117.0,69.0
26309,117.0,15.0
26310,117.0,19.0
26311,117.0,21.0
26313,117.0,13.0
26314,117.0,
26315,117.0,
26316,117.0,15.0
26317,117.0,
26318,117.0,71.0
26319,117.0,19.0
26320,117.0,14.0
26321,117.0,71.0
26322,117.0,13.0
26323,117.0,13.0
26324,117.0,13.0
26325,117.0,
26326,117.0,14.0
26327,117.0,69.0
26328,117.0,21.0
26329,117.0,21.0
26330,117.0,21.0
26332,117.0,21.0
26333,117.0,13.0
26334,117.0,13.0
26336,117.0,13.0
26338,117.0,21.0
26340,117.0,
26341,117.0,21.0
26342,117.0,19.0
26343,117.0,19.0
26344,117.0,13.0
26346,117.0,14.0
26347,117.0,71.0
26348,117.0,21.0
26349,117.0,21.0
26351,118.0,
26352,117.0,13.0
26353,117.0,15.0
26354,117.0,15.0
26355,117.0,
26356,117.0,19.0
26358,117.0,71.0
26361,117.0,15.0
26362,117.0,13.0
26363,117.0,71.0
26364,117.0,21.0
26367,117.0,
26368,117.0,71.0
26370,117.0,1.0
26372,117.0,
26375,117.0,
26376,117.0,
26378,117.0,21.0
26379,117.0,
26382,117.0,21.0
26383,117.0,
26384,117.0,21.0
26385,117.0,
26386,117.0,71.0
26387,117.0,21.0
26390,117.0,71.0
26391,117.0,
26392,117.0,
26393,117.0,71.0
26395,117.0,17.0
26396,117.0,13.0
26397,117.0,71.0
26398,117.0,14.0
26400,117.0,17.0
26401,117.0,14.0
26403,117.0,14.0
26405,117.0,31115.0
26406,117.0,19.0
26407,117.0,69.0
26409,117.0,18.0
26411,117.0,
26412,117.0,
26413,117.0,
26415,117.0,17.0
26416,117.0,
26417,117.0,21.0
26418,117.0,69.0
26419,117.0,19.0
26421,117.0,19.0
26423,117.0,14.0
26424,117.0,14.0
26425,117.0,19.0
26426,117.0,19.0
26427,117.0,21.0
26428,117.0,71.0
26429,117.0,
26434,117.0,
26436,117.0,
26437,117.0,21.0
26438,117.0,
26441,117.0,
26442,117.0,21.0
26443,117.0,21.0
26444,117.0,69.0
26445,117.0,19.0
26446,117.0,71.0
26447,117.0,
26448,117.0,71.0
26449,117.0,
26450,117.0,21.0
26451,117.0,
26452,117.0,
26453,117.0,
26454,117.0,
26455,117.0,18.0
26456,117.0,
26457,117.0,21.0
26458,117.0,21.0
26459,117.0,71.0
26460,117.0,21.0
26461,117.0,
26462,117.0,71.0
26463,117.0,15.0
26464,117.0,21.0
26465,117.0,21.0
26466,117.0,
26468,117.0,14.0
26469,117.0,
26470,117.0,
26471,1587.0,
26473,117.0,14.0
26474,1587.0,
26477,117.0,14.0
26478,117.0,69.0
26480,117.0,14.0
26482,117.0,14.0
26483,117.0,69.0
26484,117.0,14.0
26485,117.0,19.0
26486,117.0,
26487,117.0,14.0
26488,117.0,69.0
26489,117.0,14.0
26490,117.0,69.0
26493,117.0,69.0
26494,117.0,21.0
26495,117.0,14.0
26496,117.0,14.0
26497,117.0,
26500,117.0,71.0
26501,117.0,
26502,117.0,21.0
26503,117.0,
26504,117.0,15.0
26505,117.0,
26507,117.0,17.0
26508,117.0,
26509,1587.0,36.0
26510,117.0,13.0
26511,117.0,17.0
26512,117.0,17.0
26513,117.0,13.0
26514,117.0,13.0
26515,117.0,13.0
26516,117.0,
26517,117.0,
26519,117.0,13.0
26520,117.0,21.0
26521,117.0,
26522,117.0,
26525,117.0,
26527,117.0,21.0
26529,117.0,17.0
26530,117.0,15.0
26531,117.0,
26532,117.0,71.0
26533,117.0,21.0
26534,117.0,
26535,117.0,71.0
26536,117.0,71.0
26537,117.0,
26538,117.0,27288.0
26539,117.0,
26540,117.0,
26541,117.0,71.0
26542,117.0,71.0
26543,117.0,
26544,117.0,
26545,117.0,14.0
26546,117.0,21.0
26547,117.0,21.0
26548,117.0,71.0
26549,117.0,71.0
26550,117.0,
26551,117.0,13.0
26552,117.0,13.0
26553,117.0,1.0
26554,117.0,
26555,117.0,13.0
26556,117.0,13.0
26557,117.0,13.0
26558,117.0,13.0
26559,117.0,71.0
26560,117.0,
26562,117.0,21.0
26563,117.0,13.0
26564,117.0,
26565,117.0,
26566,117.0,27288.0
26567,117.0,13.0
26569,117.0,31115.0
26570,117.0,
26571,117.0,27288.0
26572,117.0,71.0
26573,1579.0,23.0
26574,117.0,71.0
26575,117.0,13.0
26578,117.0,13.0
26579,117.0,
26580,117.0,1.0
26581,117.0,13.0
26582,117.0,13.0
26583,117.0,
26584,117.0,1.0
26585,117.0,1.0
26586,117.0,13.0
26587,117.0,1.0
26588,117.0,13.0
26589,117.0,21.0
26590,117.0,1.0
26591,117.0,13.0
26593,117.0,1.0
26594,117.0,13.0
26595,117.0,
26596,117.0,13.0
26597,117.0,
26598,117.0,19.0
26599,117.0,
26600,117.0,
26601,117.0,13.0
26602,117.0,13.0
26603,117.0,13.0
26605,117.0,13.0
26606,117.0,13.0
26607,117.0,
26608,117.0,
26609,117.0,13.0
26610,117.0,
26611,117.0,13.0
26612,117.0,
26613,117.0,13.0
26614,117.0,
26615,117.0,71.0
26616,117.0,13.0
26617,117.0,1.0
26618,117.0,
26619,117.0,1.0
26620,117.0,
26621,117.0,21.0
26622,117.0,
26623,117.0,1.0
26625,117.0,
26626,117.0,
26627,117.0,1.0
26628,117.0,21.0
26630,117.0,
26631,117.0,
26632,117.0,1.0
26633,117.0,
26634,117.0,21.0
26636,117.0,21.0
26637,117.0,17.0
26638,117.0,
26639,117.0,1.0
26641,117.0,21.0
26642,117.0,17.0
26644,117.0,1.0
26645,117.0,21.0
26646,117.0,
26647,117.0,13.0
26648,117.0,21.0
26649,117.0,
26651,117.0,21.0
26652,117.0,
26653,117.0,21.0
26654,117.0,21.0
26655,117.0,
26656,117.0,
26657,117.0,21.0
26658,117.0,
26661,117.0,21.0
26662,117.0,13.0
26663,,14.0
26664,117.0,21.0
26665,117.0,1.0
26667,117.0,21.0
26669,117.0,21.0
26670,117.0,21.0
26671,117.0,21.0
26672,117.0,21.0
26673,117.0,
26676,117.0,71.0
26678,117.0,
26679,117.0,
26680,117.0,31115.0
26681,117.0,21.0
26684,117.0,13.0
26685,117.0,
26688,117.0,15.0
26689,117.0,21.0
26690,117.0,21.0
26691,117.0,71.0
26693,117.0,21.0
26694,117.0,
26695,117.0,17.0
26697,117.0,21.0
26698,117.0,
26701,117.0,
26702,117.0,21.0
26706,117.0,21.0
26710,117.0,71.0
26711,117.0,21.0
26712,117.0,69.0
26717,117.0,14.0
26718,117.0,14.0
26719,117.0,14.0
26720,117.0,17.0
26721,117.0,19.0
26722,117.0,
26723,117.0,19.0
26724,117.0,
26725,117.0,14.0
26727,117.0,21.0
26728,117.0,
26731,117.0,13.0
26732,117.0,13.0
26733,117.0,
26734,117.0,69.0
26735,117.0,
26737,117.0,21.0
26739,117.0,14.0
26741,117.0,
26742,117.0,19.0
26743,117.0,
26745,117.0,71.0
26747,117.0,19.0
26748,117.0,
26749,117.0,69.0
26750,117.0,14.0
26751,117.0,69.0
26752,117.0,19.0
26753,117.0,
26754,117.0,71.0
26759,117.0,21.0
26762,117.0,13.0
26764,117.0,69.0
26765,117.0,13.0
26766,117.0,69.0
26767,117.0,14.0
26768,117.0,1.0
26769,117.0,13.0
26770,117.0,
26772,117.0,69.0
26773,117.0,
26774,117.0,21.0
26775,117.0,
26776,117.0,15.0
26777,117.0,13.0
26778,117.0,1.0
26780,117.0,14.0
26781,117.0,71.0
26782,117.0,
26783,117.0,71.0
26784,117.0,71.0
26785,117.0,
26786,117.0,21.0
26787,117.0,
26788,117.0,13.0
26789,117.0,13.0
26790,117.0,19.0
26791,117.0,13.0
26794,117.0,19.0
26797,117.0,17.0
26801,117.0,19.0
26803,117.0,71.0
26804,117.0,
26806,117.0,18.0
26807,117.0,71.0
26808,117.0,21.0
26809,117.0,21.0
26811,117.0,71.0
26813,117.0,15.0
26815,117.0,14.0
26817,117.0,
26818,117.0,71.0
26819,117.0,
26820,117.0,19.0
26821,117.0,
26825,117.0,71.0
26827,1579.0,23.0
26838,117.0,
26845,117.0,71.0
26848,117.0,17.0
26864,117.0,
26869,1579.0,23.0
26870,117.0,
26882,117.0,1.0
26885,117.0,71.0
26892,2438.0,353.0
26893,2438.0,353.0
26897,117.0,1.0
26898,117.0,71.0
26900,117.0,71.0
26913,117.0,1.0
26916,117.0,71.0
26919,117.0,71.0
26924,117.0,
26925,117.0,71.0
26926,117.0,71.0
26927,117.0,
26928,117.0,71.0
26930,117.0,
26931,117.0,71.0
26932,117.0,
26933,117.0,71.0
26934,117.0,
26935,117.0,71.0
26937,117.0,21.0
26938,117.0,
26939,117.0,21.0
26940,117.0,71.0
26941,117.0,
26942,117.0,71.0
26943,117.0,
26944,117.0,
26945,117.0,71.0
26946,117.0,
26947,117.0,21.0
26948,117.0,71.0
26949,117.0,21.0
26951,117.0,71.0
26952,117.0,71.0
26953,117.0,
26954,117.0,31125.0
26955,117.0,21.0
26956,117.0,71.0
26957,117.0,71.0
26958,117.0,21.0
26959,117.0,21.0
26960,117.0,21.0
26961,117.0,
26962,117.0,
26963,117.0,71.0
26964,117.0,
26965,117.0,21.0
26966,117.0,
26967,117.0,
26968,117.0,71.0
26969,117.0,21.0
26970,117.0,21.0
26971,117.0,21.0
26973,117.0,
26974,117.0,
26975,117.0,71.0
26976,117.0,
26977,117.0,
26978,1587.0,29.0
26979,117.0,21.0
26980,117.0,71.0
26982,117.0,71.0
26983,117.0,21.0
26985,117.0,71.0
26986,117.0,21.0
26987,117.0,21.0
26988,117.0,
26989,117.0,71.0
26991,117.0,
26994,117.0,
26996,117.0,15.0
26997,117.0,21.0
26998,117.0,
26999,117.0,15.0
27000,117.0,15.0
27002,117.0,
27003,117.0,
27006,117.0,
27007,117.0,
27008,117.0,
27009,117.0,21.0
27010,117.0,21.0
27011,117.0,
27012,117.0,15.0
27013,117.0,
27014,117.0,
27015,117.0,15.0
27016,117.0,
27017,117.0,21.0
27018,117.0,71.0
27019,117.0,71.0
27020,117.0,21.0
27021,117.0,71.0
27022,117.0,21.0
27024,117.0,
27025,117.0,
27026,117.0,15.0
27027,117.0,15.0
27029,117.0,
27032,117.0,
27033,117.0,71.0
27034,117.0,
27035,117.0,
27036,117.0,
27038,117.0,1.0
27039,117.0,
27040,117.0,
27041,117.0,
27042,117.0,21.0
27044,117.0,71.0
27045,117.0,
27047,117.0,71.0
27048,117.0,71.0
27049,117.0,71.0
27050,117.0,18.0
27051,117.0,71.0
