topic_id,challenge_id,created_at
103,300,2017-11-26 10:53:37
103,301,2017-11-26 10:53:57
6,1352,2017-11-29 10:34:45
104,1351,2017-11-29 10:43:48
105,1354,2017-11-30 14:40:46
105,1355,2017-11-30 14:41:00
105,1356,2017-11-30 14:41:11
105,1357,2017-11-30 14:41:25
106,1369,2017-12-01 11:16:33
107,1371,2017-12-01 12:21:07
108,1371,2017-12-01 13:08:47
109,968,2017-12-08 10:23:10
110,1399,2017-12-08 19:46:39
111,1399,2017-12-08 19:46:39
112,1401,2017-12-08 20:31:46
113,1400,2017-12-10 00:02:04
114,1406,2017-12-10 13:15:53
115,1407,2017-12-10 19:30:40
116,1408,2017-12-10 22:13:18
117,1410,2017-12-12 23:46:58
118,1411,2017-12-12 23:49:33
119,1412,2017-12-13 23:07:32
120,1396,2017-12-17 17:16:16
121,1396,2017-12-17 17:16:16
122,425,2017-12-25 15:00:38
123,428,2017-12-25 15:00:49
124,429,2017-12-25 15:01:00
125,90,2017-12-26 11:07:10
125,91,2017-12-26 11:08:59
125,92,2017-12-26 11:09:57
125,200,2017-12-26 11:16:44
126,200,2017-12-26 11:16:44
125,201,2017-12-26 11:17:37
126,201,2017-12-26 11:17:37
125,202,2017-12-26 11:19:59
126,202,2017-12-26 11:19:59
125,205,2017-12-26 13:49:01
126,205,2017-12-26 13:49:01
125,196,2017-12-26 13:58:20
126,196,2017-12-26 13:58:20
125,197,2017-12-26 13:59:22
126,197,2017-12-26 13:59:22
125,198,2017-12-26 14:00:24
126,198,2017-12-26 14:00:25
125,199,2017-12-26 14:03:52
126,199,2017-12-26 14:03:52
125,207,2017-12-26 14:49:50
127,207,2017-12-26 14:49:50
125,208,2017-12-26 14:50:46
127,208,2017-12-26 14:50:46
125,209,2017-12-26 14:51:40
127,209,2017-12-26 14:51:40
125,210,2017-12-26 14:52:27
127,210,2017-12-26 14:52:27
125,221,2017-12-26 15:14:32
128,221,2017-12-26 15:14:32
125,222,2017-12-26 15:15:07
128,222,2017-12-26 15:15:07
125,223,2017-12-26 15:15:41
128,223,2017-12-26 15:15:41
125,217,2017-12-27 10:20:39
129,217,2017-12-27 10:20:39
125,218,2017-12-27 10:21:36
129,218,2017-12-27 10:21:36
125,219,2017-12-27 10:22:20
129,219,2017-12-27 10:22:20
125,214,2017-12-27 10:28:25
125,215,2017-12-27 10:29:09
125,216,2017-12-27 10:29:53
125,211,2017-12-27 11:09:25
130,211,2017-12-27 11:09:25
125,212,2017-12-27 11:09:56
130,212,2017-12-27 11:09:56
125,213,2017-12-27 11:10:43
130,213,2017-12-27 11:10:43
131,1505,2017-12-27 14:00:51
132,1541,2018-01-04 12:57:36
133,356,2018-01-17 20:14:31
134,392,2018-01-17 20:15:41
135,98,2018-01-25 10:25:22
135,100,2018-01-25 10:25:43
125,97,2018-01-25 10:26:02
125,99,2018-01-25 10:26:18
125,107,2018-01-25 10:30:48
136,107,2018-01-25 10:30:48
125,108,2018-01-25 10:31:12
136,108,2018-01-25 10:31:12
125,109,2018-01-25 10:31:38
136,109,2018-01-25 10:31:38
125,101,2018-01-25 10:35:59
125,102,2018-01-25 10:36:17
125,103,2018-01-25 10:36:34
125,104,2018-01-25 10:39:12
125,105,2018-01-25 10:39:38
125,106,2018-01-25 10:39:54
125,179,2018-01-25 13:59:15
126,179,2018-01-25 13:59:15
125,180,2018-01-25 13:59:45
137,180,2018-01-25 13:59:45
125,181,2018-01-25 14:00:08
126,181,2018-01-25 14:00:08
138,176,2018-01-25 14:03:46
125,176,2018-01-25 14:03:46
139,178,2018-01-25 14:04:46
125,178,2018-01-25 14:04:46
140,1500,2018-01-29 17:43:59
141,1500,2018-01-29 17:43:59
142,1566,2018-01-30 22:43:17
143,1566,2018-01-30 22:43:17
144,1694,2018-02-24 14:27:47
145,1694,2018-02-24 14:27:47
146,1692,2018-02-24 14:28:01
147,1692,2018-02-24 14:28:01
148,1663,2018-02-26 22:15:53
149,1663,2018-02-26 22:15:53
150,1664,2018-02-27 00:47:23
151,1664,2018-02-27 00:47:23
152,1665,2018-02-27 03:16:15
153,1665,2018-02-27 03:16:15
154,1864,2018-02-28 14:59:05
155,1864,2018-02-28 14:59:05
156,1879,2018-02-28 15:00:32
157,1879,2018-02-28 15:00:32
158,1880,2018-02-28 15:04:20
159,1880,2018-02-28 15:04:20
160,1881,2018-02-28 15:07:30
161,1881,2018-02-28 15:07:30
162,1881,2018-02-28 15:07:30
163,1833,2018-03-01 08:13:33
164,1833,2018-03-01 08:13:33
165,1869,2018-03-02 09:07:44
166,1869,2018-03-02 09:07:44
167,1869,2018-03-02 09:07:45
168,1868,2018-03-02 09:09:04
169,1868,2018-03-02 09:09:04
170,1939,2018-03-02 09:19:56
171,1939,2018-03-02 09:19:56
172,1870,2018-03-02 09:21:14
173,1870,2018-03-02 09:21:14
174,1695,2018-03-02 11:03:12
128,1695,2018-03-02 11:03:12
175,2017,2018-03-04 17:38:44
175,2017,2018-03-04 17:39:08
176,2046,2018-03-05 12:40:08
177,2058,2018-03-06 09:11:19
177,2058,2018-03-06 09:13:05
178,2069,2018-03-07 11:18:19
179,2069,2018-03-07 11:26:35
180,2092,2018-03-13 09:08:38
181,2092,2018-03-13 09:08:57
182,1867,2018-03-13 15:21:58
183,1867,2018-03-13 15:21:58
182,1872,2018-03-13 15:35:35
183,1872,2018-03-13 15:35:35
184,2094,2018-03-14 13:36:18
184,2094,2018-03-14 13:38:12
185,2103,2018-03-15 12:20:29
186,2105,2018-03-15 21:10:09
187,2114,2018-03-16 17:01:49
188,2115,2018-03-16 17:21:46
188,2116,2018-03-16 17:26:44
189,2119,2018-03-16 20:39:57
190,2120,2018-03-16 22:22:36
190,2121,2018-03-16 22:22:44
190,2139,2018-03-18 15:23:21
191,2140,2018-03-18 16:03:35
191,2140,2018-03-18 16:04:30
139,2172,2018-03-20 15:23:14
192,2237,2018-03-23 23:55:46
193,2237,2018-03-23 23:55:46
194,2234,2018-03-23 23:57:05
195,2234,2018-03-23 23:57:05
196,2276,2018-03-26 22:20:42
197,2276,2018-03-26 22:21:37
198,2276,2018-03-26 22:23:33
199,2276,2018-03-26 22:25:10
200,2244,2018-03-26 23:01:27
201,2254,2018-03-26 23:01:43
202,2260,2018-03-26 23:02:20
203,2263,2018-03-26 23:02:32
204,2277,2018-03-26 23:03:01
127,2293,2018-03-27 16:18:03
205,2293,2018-03-27 16:23:49
127,2293,2018-03-27 16:26:04
206,2304,2018-03-28 11:07:07
207,2304,2018-03-28 11:07:07
208,2367,2018-03-30 10:12:42
207,2367,2018-03-30 10:21:15
206,2367,2018-03-30 10:21:15
209,2367,2018-03-30 10:22:32
111,2368,2018-03-30 10:48:40
210,2369,2018-03-30 11:05:46
211,2370,2018-03-30 14:17:16
211,2371,2018-03-30 14:27:03
212,2372,2018-03-30 14:56:51
213,2373,2018-03-30 15:13:20
213,2374,2018-03-30 15:36:48
211,2375,2018-03-30 16:07:24
213,2375,2018-03-30 16:07:24
211,2376,2018-03-30 16:47:32
213,2377,2018-03-30 17:14:18
211,2377,2018-03-30 17:14:18
214,2378,2018-03-30 17:28:51
212,2379,2018-03-30 17:42:33
215,2276,2018-04-01 14:05:47
216,2389,2018-04-01 14:47:06
217,2390,2018-04-01 15:52:23
111,2176,2018-04-01 20:23:24
218,2179,2018-04-01 20:24:25
212,2394,2018-04-02 09:11:17
219,2395,2018-04-02 11:30:25
220,2399,2018-04-02 14:23:53
220,2401,2018-04-02 14:53:35
220,2402,2018-04-02 16:59:25
220,2404,2018-04-02 17:25:35
220,2415,2018-04-03 15:06:27
220,2416,2018-04-03 15:59:36
220,2417,2018-04-03 16:47:35
221,2419,2018-04-03 17:23:56
222,2419,2018-04-03 17:25:47
223,2419,2018-04-03 17:28:00
224,2233,2018-04-06 09:41:11
224,2232,2018-04-06 09:41:20
225,2230,2018-04-06 09:41:48
226,2229,2018-04-06 09:41:57
227,2455,2018-04-06 10:40:32
228,2463,2018-04-06 18:41:33
229,2478,2018-04-09 14:56:42
229,2482,2018-04-09 15:38:59
229,2483,2018-04-09 16:10:05
230,2483,2018-04-09 16:10:05
229,2484,2018-04-09 17:02:14
231,2258,2018-04-09 21:13:15
232,2258,2018-04-09 21:13:15
233,2258,2018-04-09 21:13:15
127,2487,2018-04-10 16:50:49
205,2487,2018-04-10 16:50:49
126,2487,2018-04-10 16:50:49
234,2487,2018-04-10 16:50:49
235,2479,2018-04-10 17:05:04
191,2496,2018-04-10 18:12:37
236,2496,2018-04-10 18:12:37
237,2496,2018-04-10 18:12:37
238,2496,2018-04-10 18:12:37
239,2514,2018-04-11 00:30:58
240,2514,2018-04-11 00:30:58
241,2514,2018-04-11 00:30:58
242,2515,2018-04-11 02:23:39
243,2515,2018-04-11 02:23:39
244,2515,2018-04-11 02:23:39
245,2485,2018-04-11 09:02:49
246,2512,2018-04-11 13:15:07
247,2512,2018-04-11 13:15:07
248,2418,2018-04-11 14:54:59
249,2529,2018-04-12 10:03:28
250,2521,2018-04-12 10:13:38
251,2531,2018-04-12 11:33:05
252,2520,2018-04-12 16:59:56
250,2520,2018-04-12 16:59:56
253,2530,2018-04-13 09:25:09
254,2541,2018-04-13 12:29:10
255,2541,2018-04-13 12:29:10
256,2541,2018-04-13 12:29:10
213,2403,2018-04-13 14:54:51
212,2559,2018-04-13 15:41:44
213,2560,2018-04-13 15:41:44
111,2563,2018-04-13 15:46:47
210,2564,2018-04-13 15:58:49
257,2543,2018-04-14 19:17:11
258,2566,2018-04-14 19:17:39
259,2569,2018-04-15 11:58:26
260,2569,2018-04-15 11:58:26
261,2569,2018-04-15 11:58:26
262,2574,2018-04-15 23:47:52
263,2574,2018-04-15 23:47:52
264,2579,2018-04-16 16:09:52
265,2579,2018-04-16 16:09:52
266,2579,2018-04-16 16:09:52
267,2629,2018-04-17 11:04:45
267,2628,2018-04-17 11:04:48
267,2642,2018-04-18 09:40:41
267,2643,2018-04-18 10:10:59
267,2646,2018-04-18 10:48:28
267,2647,2018-04-18 11:12:11
268,2648,2018-04-18 15:21:32
186,2648,2018-04-18 15:21:32
186,2645,2018-04-18 15:22:22
267,2649,2018-04-18 15:25:40
267,2650,2018-04-18 15:46:32
267,2651,2018-04-18 15:53:51
267,2653,2018-04-18 16:12:02
267,2654,2018-04-18 16:27:52
269,2634,2018-04-18 16:48:51
270,2634,2018-04-18 16:48:51
267,2655,2018-04-18 17:05:30
271,2656,2018-04-18 21:39:50
272,2656,2018-04-18 21:39:50
267,2644,2018-04-19 10:09:53
1,2661,2018-04-19 15:00:06
211,2661,2018-04-19 15:00:06
213,2662,2018-04-19 15:22:41
3,2662,2018-04-19 15:22:41
273,2669,2018-04-22 12:41:20
274,2669,2018-04-22 12:41:20
275,2669,2018-04-22 12:41:20
276,2699,2018-04-22 15:15:36
277,2699,2018-04-22 15:15:36
278,2699,2018-04-22 15:15:36
279,2664,2018-04-23 10:03:31
280,2674,2018-04-23 19:25:14
281,2674,2018-04-23 19:25:14
280,2674,2018-04-23 19:30:21
282,2674,2018-04-23 19:30:21
283,2674,2018-04-23 19:32:23
284,2674,2018-04-23 19:32:23
285,2711,2018-04-24 12:43:16
286,2712,2018-04-24 12:43:29
287,2713,2018-04-24 12:44:43
288,2717,2018-04-24 16:33:29
289,2707,2018-04-25 09:11:06
290,2704,2018-04-25 09:11:23
3,2725,2018-04-25 10:43:37
291,2725,2018-04-25 10:43:37
3,2726,2018-04-25 10:56:32
291,2726,2018-04-25 10:56:32
292,2724,2018-04-25 14:52:39
293,2723,2018-04-26 01:18:15
134,2733,2018-04-26 01:18:27
294,2737,2018-04-26 06:20:47
295,2736,2018-04-26 06:21:04
296,2735,2018-04-26 06:21:13
297,2738,2018-04-26 11:02:22
297,2739,2018-04-26 11:19:22
297,2745,2018-04-26 15:25:15
297,2759,2018-04-26 16:49:48
298,2760,2018-04-27 06:05:27
299,2762,2018-04-27 06:05:40
300,2764,2018-04-27 06:06:00
297,2758,2018-04-27 16:27:02
186,2765,2018-04-28 09:14:12
301,2765,2018-04-28 09:14:12
228,2773,2018-04-28 10:33:51
302,2798,2018-05-01 03:28:12
303,2797,2018-05-01 03:28:32
304,2779,2018-05-01 11:22:53
305,2801,2018-05-01 17:57:54
306,2802,2018-05-01 19:33:29
307,2803,2018-05-01 19:36:29
189,2800,2018-05-01 19:53:17
308,2806,2018-05-02 02:57:04
309,2807,2018-05-02 04:10:48
310,2808,2018-05-02 04:15:33
311,2780,2018-05-02 10:01:12
311,2810,2018-05-02 10:15:04
312,2811,2018-05-02 10:37:29
313,2812,2018-05-02 15:26:34
128,2812,2018-05-02 15:26:34
314,2813,2018-05-02 15:37:45
315,2815,2018-05-02 16:54:55
316,2817,2018-05-03 04:03:20
317,2819,2018-05-03 04:03:33
317,2822,2018-05-03 13:44:46
318,2816,2018-05-03 14:35:59
319,2814,2018-05-03 14:36:56
320,2823,2018-05-03 16:43:33
321,2823,2018-05-03 16:43:33
322,2823,2018-05-03 16:43:33
323,2824,2018-05-03 16:51:51
324,2824,2018-05-03 16:51:51
325,2824,2018-05-03 16:51:51
326,2825,2018-05-03 16:56:38
327,2825,2018-05-03 16:56:38
328,2825,2018-05-03 16:56:38
326,2826,2018-05-03 17:01:35
329,2826,2018-05-03 17:01:35
330,2826,2018-05-03 17:01:35
331,2826,2018-05-03 17:01:35
332,2827,2018-05-03 17:05:06
333,2827,2018-05-03 17:05:06
334,2831,2018-05-05 05:45:20
334,2829,2018-05-05 05:45:41
335,2828,2018-05-05 05:46:01
228,2837,2018-05-06 22:12:56
189,2838,2018-05-06 22:28:11
336,2839,2018-05-07 03:39:06
337,2844,2018-05-07 15:32:27
338,2843,2018-05-07 15:39:20
339,2856,2018-05-08 14:51:22
340,2856,2018-05-08 15:03:25
341,2849,2018-05-08 16:34:01
342,2849,2018-05-08 16:34:01
343,2857,2018-05-08 23:44:23
341,2849,2018-05-09 17:04:08
344,2866,2018-05-10 04:20:32
345,2865,2018-05-10 05:16:54
346,2867,2018-05-10 20:46:20
347,2870,2018-05-14 10:02:45
347,2873,2018-05-14 10:03:15
347,2874,2018-05-14 10:03:42
347,2875,2018-05-14 10:04:30
347,2876,2018-05-14 10:04:53
191,2140,2018-05-14 10:50:31
348,2893,2018-05-14 14:14:35
349,2930,2018-05-16 18:50:17
350,2942,2018-05-17 01:53:12
351,2934,2018-05-17 01:55:34
352,2768,2018-05-17 10:55:03
14,2770,2018-05-17 10:55:30
353,2771,2018-05-17 10:55:57
354,2948,2018-05-17 19:31:22
355,2949,2018-05-18 04:09:57
356,2952,2018-05-18 04:10:21
357,1703,2018-05-20 11:08:40
128,1703,2018-05-20 11:08:40
358,1704,2018-05-20 16:23:31
359,1704,2018-05-20 16:23:31
360,1704,2018-05-20 16:23:31
361,1701,2018-05-20 16:37:53
362,1701,2018-05-20 16:37:53
250,1701,2018-05-20 16:37:53
362,1700,2018-05-20 16:38:24
363,1700,2018-05-20 16:38:24
128,1702,2018-05-20 16:39:16
362,1702,2018-05-20 16:39:16
364,1702,2018-05-20 16:39:16
365,2990,2018-05-22 16:45:17
366,2993,2018-05-23 05:29:53
367,2998,2018-05-23 06:19:11
129,2984,2018-05-23 11:08:31
129,2985,2018-05-23 11:10:06
129,2987,2018-05-23 11:14:13
368,2969,2018-05-23 11:23:36
368,2970,2018-05-23 11:27:50
369,3002,2018-05-23 17:03:28
370,2898,2018-05-24 14:40:11
371,2900,2018-05-24 21:32:41
372,2901,2018-05-24 21:32:50
373,2902,2018-05-24 21:41:31
374,3015,2018-05-26 10:52:30
374,3003,2018-05-26 10:52:45
191,2965,2018-05-27 15:16:48
191,2966,2018-05-27 15:17:22
375,2967,2018-05-27 15:21:07
375,2968,2018-05-27 15:26:20
376,2972,2018-05-27 15:30:46
376,2971,2018-05-27 15:31:39
377,2973,2018-05-27 15:36:01
377,2974,2018-05-27 15:36:35
358,2981,2018-05-27 15:44:44
358,2980,2018-05-27 15:45:06
378,2982,2018-05-27 15:52:03
378,2983,2018-05-27 15:58:16
368,3037,2018-05-28 12:16:01
379,3036,2018-05-28 15:15:16
380,2903,2018-05-30 14:46:39
381,2904,2018-05-30 14:47:02
382,2905,2018-05-30 14:47:46
383,2892,2018-05-30 14:48:38
384,2906,2018-05-30 15:08:38
385,2907,2018-05-30 15:11:05
386,2908,2018-05-30 15:35:21
387,2909,2018-05-30 15:36:07
388,2910,2018-05-30 15:45:15
389,2911,2018-05-30 15:47:45
390,2912,2018-05-30 15:48:41
391,2899,2018-05-30 16:16:44
392,2913,2018-05-30 16:16:48
393,2914,2018-05-30 16:17:31
394,2915,2018-05-30 16:18:11
395,2917,2018-05-30 16:22:03
396,2918,2018-05-30 16:22:45
397,2919,2018-05-30 16:23:33
398,2920,2018-05-30 16:24:52
399,2922,2018-05-30 16:25:45
400,2923,2018-05-30 16:26:32
401,2894,2018-05-30 21:40:06
402,3072,2018-06-02 15:34:39
403,3072,2018-06-02 15:34:39
404,3072,2018-06-02 15:34:39
405,2681,2018-06-03 14:43:33
364,2681,2018-06-03 14:43:33
405,2682,2018-06-03 14:43:44
406,2682,2018-06-03 14:43:44
405,2683,2018-06-03 14:44:11
360,2683,2018-06-03 14:44:11
405,2685,2018-06-03 14:44:29
407,2685,2018-06-03 14:44:29
405,2686,2018-06-03 14:44:40
408,2686,2018-06-03 14:44:40
409,3081,2018-06-03 21:44:20
410,3081,2018-06-03 21:44:20
409,3083,2018-06-03 21:54:57
322,3083,2018-06-03 21:54:57
411,638,2018-06-04 10:56:14
368,3001,2018-06-04 17:10:15
368,3000,2018-06-04 17:11:17
358,3000,2018-06-04 17:11:17
368,3040,2018-06-04 17:14:57
412,3040,2018-06-04 17:14:57
403,3070,2018-06-05 11:22:36
402,3070,2018-06-05 11:22:36
402,3071,2018-06-05 11:25:02
404,3071,2018-06-05 11:25:02
358,3038,2018-06-06 14:57:53
413,2776,2018-06-06 18:48:41
405,2677,2018-06-06 23:58:53
414,2677,2018-06-06 23:58:53
405,2678,2018-06-07 00:24:54
250,2678,2018-06-07 00:24:54
405,2679,2018-06-07 00:41:23
363,2679,2018-06-07 00:41:23
415,2959,2018-06-07 10:37:31
416,3027,2018-06-07 10:40:13
417,3027,2018-06-07 10:40:13
418,2958,2018-06-07 10:44:47
419,2958,2018-06-07 10:44:47
420,2958,2018-06-07 10:44:47
421,2545,2018-06-07 21:56:32
405,2680,2018-06-07 23:21:38
422,2680,2018-06-07 23:21:38
405,2684,2018-06-08 00:01:31
423,2684,2018-06-08 00:01:31
424,3016,2018-06-08 11:13:31
425,3016,2018-06-08 11:13:31
426,2989,2018-06-08 14:16:20
427,2989,2018-06-08 14:16:20
70,3004,2018-06-10 08:56:40
70,3092,2018-06-10 08:57:50
428,1416,2018-06-11 08:52:19
429,1417,2018-06-11 08:53:20
430,1418,2018-06-11 08:53:55
431,1448,2018-06-11 09:11:41
432,1449,2018-06-11 09:42:07
433,1457,2018-06-11 09:42:28
431,1495,2018-06-11 09:43:29
434,1498,2018-06-11 09:43:50
435,1501,2018-06-11 09:49:18
436,1458,2018-06-11 09:50:34
437,1462,2018-06-11 09:51:17
438,1464,2018-06-11 09:53:50
439,1465,2018-06-11 09:55:01
440,1440,2018-06-11 09:55:27
441,1441,2018-06-11 09:55:48
441,1447,2018-06-11 09:57:39
442,967,2018-06-11 09:58:17
297,3191,2018-06-25 16:48:47
443,3191,2018-06-25 16:48:47
444,3191,2018-06-25 16:48:47
445,3190,2018-06-25 16:49:20
414,3190,2018-06-25 16:49:20
446,3190,2018-06-25 16:49:20
447,3189,2018-06-25 16:49:39
448,3189,2018-06-25 16:49:39
449,3185,2018-06-25 16:49:55
450,3185,2018-06-25 16:49:55
448,3185,2018-06-25 16:49:55
451,3185,2018-06-25 16:49:55
452,3171,2018-06-28 16:41:27
453,3166,2018-06-28 16:58:26
454,3170,2018-06-28 17:15:20
362,3177,2018-06-29 15:08:38
455,3235,2018-07-02 18:01:19
456,3235,2018-07-02 18:01:19
457,3097,2018-07-05 16:37:30
458,3097,2018-07-05 16:37:30
459,3097,2018-07-05 16:37:30
460,3096,2018-07-05 17:07:01
461,3096,2018-07-05 17:07:01
462,3124,2018-07-06 16:38:59
463,3124,2018-07-06 16:38:59
464,3249,2018-07-06 16:39:51
465,3249,2018-07-06 16:39:51
466,3249,2018-07-06 16:39:51
467,3246,2018-07-08 11:36:42
468,3246,2018-07-08 11:36:42
469,3246,2018-07-08 11:36:42
470,3241,2018-07-09 15:18:15
135,3241,2018-07-09 15:18:15
471,3241,2018-07-09 15:18:15
472,3254,2018-07-09 18:02:50
473,3254,2018-07-09 18:02:50
474,3254,2018-07-09 18:02:50
475,3254,2018-07-09 18:02:50
476,3252,2018-07-09 18:25:30
477,3252,2018-07-09 18:25:30
470,3252,2018-07-09 18:25:30
470,3260,2018-07-09 18:38:53
478,3260,2018-07-09 18:38:53
297,3260,2018-07-09 18:38:53
479,3260,2018-07-09 18:38:53
480,3253,2018-07-10 09:10:02
481,3255,2018-07-10 09:13:56
482,3255,2018-07-10 09:13:56
483,3255,2018-07-10 09:13:56
484,3255,2018-07-10 09:13:56
485,3255,2018-07-10 09:13:56
486,3257,2018-07-10 11:01:26
487,3257,2018-07-10 11:01:26
488,3261,2018-07-14 09:30:54
489,3261,2018-07-14 09:30:54
490,3261,2018-07-14 09:30:54
491,3275,2018-07-14 16:08:00
492,3275,2018-07-14 16:08:00
493,3281,2018-07-14 16:25:40
494,3281,2018-07-14 16:25:40
495,3281,2018-07-14 16:25:40
361,3182,2018-07-15 10:06:25
496,3237,2018-07-17 10:24:26
497,3238,2018-07-20 10:48:26
498,3239,2018-07-20 10:49:50
470,3272,2018-07-20 20:56:08
499,3272,2018-07-20 20:56:08
500,3272,2018-07-20 20:56:08
470,3293,2018-07-20 21:18:13
135,3293,2018-07-20 21:18:13
501,3293,2018-07-20 21:18:13
470,3294,2018-07-20 21:29:37
