student_id,brief_introduction,gender,created_at
9241,,1.0,2015-09-21 13:11:55
9243,,1.0,2015-09-21 13:58:42
9274,,1.0,2015-09-22 22:16:34
9346,,0.0,2015-09-30 23:00:46
9431,,0.0,2015-10-08 22:27:01
9514,,0.0,2015-10-12 19:27:44
9529,这位同学不是懒,0.0,2015-10-13 20:22:23
9553,,0.0,2015-10-15 23:14:09
9554,,0.0,2015-10-16 08:28:42
9575,,0.0,2015-10-17 20:18:42
9576,,0.0,2015-10-17 20:26:20
9577,,0.0,2015-10-17 20:30:19
9578,,0.0,2015-10-17 20:41:20
9579,生命不息，奋斗不止,0.0,2015-10-18 08:13:42
9589,,0.0,2015-10-18 20:16:58
9592,,0.0,2015-10-19 00:13:48
9595,,0.0,2015-10-19 13:18:59
9596,"这位同学很懒，什么也没留下么？
",0.0,2015-10-19 14:30:45
9597,,0.0,2015-10-19 14:32:36
9600,,0.0,2015-10-19 16:15:16
9603,Mamba out.,0.0,2015-10-19 19:41:15
9606,,0.0,2015-10-19 20:02:39
9622,,0.0,2015-10-20 18:02:17
9627,,1.0,2015-10-20 20:27:06
9628,3千米，,0.0,2015-10-20 20:37:25
9629,,1.0,2015-10-20 20:39:35
9632,字符频率统计!!!!,0.0,2015-10-20 21:45:32
9633,\(+_+)/,0.0,2015-10-20 21:45:43
9634,,1.0,2015-10-20 21:49:37
9635,bucuojixunuli,0.0,2015-10-20 21:50:36
9636,,0.0,2015-10-20 21:57:34
9638,,0.0,2015-10-20 22:12:13
9654,,0.0,2015-10-22 09:51:22
9656,,0.0,2015-10-22 09:53:17
9659,,0.0,2015-10-22 09:55:40
9661,,0.0,2015-10-22 09:46:57
9671,这位童鞋不懒，但什么也没有留下～ ,0.0,2015-10-22 10:00:05
9673,,0.0,2015-10-22 12:37:25
9676,,0.0,2015-10-22 12:54:20
9678,,0.0,2015-10-22 12:44:46
9682,,0.0,2015-10-22 13:05:56
9702,,0.0,2015-10-22 18:02:54
9706,,0.0,2015-10-22 20:55:29
9707,,0.0,2015-10-22 21:19:00
9709,,0.0,2015-10-22 23:02:29
9713,凛冬已至~,0.0,2015-10-23 08:08:20
9715,,0.0,2015-10-23 10:11:16
9722,,0.0,2015-10-24 10:17:08
9723,,0.0,2015-10-24 10:25:44
9755,,0.0,2015-10-26 22:55:50
9787,"悄悄地我走了，留下一行shit
",0.0,2015-10-28 22:20:49
9789,Everything is on the other side of fear.,0.0,2015-10-29 07:58:51
10148,,0.0,2015-11-03 10:55:32
10158,,0.0,2015-11-03 11:03:06
10162,,0.0,2015-11-03 11:08:24
10224,。。。,0.0,2015-11-03 19:47:10
10851,,0.0,2015-11-05 19:29:05
10882,,0.0,2015-11-05 20:21:14
11441,,0.0,2015-11-12 22:03:37
11674,即使如风一样的男子，亦追不上爱的精灵！              ----洪军,0.0,2015-11-30 18:41:48
11694,,0.0,2015-12-01 20:46:00
11699,,1.0,2015-12-02 17:44:46
11705,,0.0,2015-12-03 09:59:54
11706,,0.0,2015-12-03 10:08:49
11711,,0.0,2015-12-03 23:01:56
11715,,0.0,2015-12-03 23:18:06
11716,,0.0,2015-12-03 23:21:40
11717,With great power comes great responsibility.,0.0,2015-12-03 23:22:21
11718,,0.0,2015-12-03 23:23:30
11719,,0.0,2015-12-03 23:26:28
11720,,0.0,2015-12-03 23:31:12
11721,Cgg good good,0.0,2015-12-04 07:56:01
11723,,0.0,2015-12-04 07:59:09
11724,,0.0,2015-12-04 08:02:16
11737,"........


",0.0,2015-12-06 17:53:42
12445,,0.0,2016-02-28 23:36:16
12484,种一棵树最好是在十年前，其次是现在,0.0,2016-02-29 20:11:28
12525,别再轻叹夕阳，又送走远山,0.0,2016-03-01 08:45:02
12633,,0.0,2016-03-02 16:43:55
12751,,1.0,2016-03-03 14:24:30
12820,,0.0,2016-03-03 22:14:20
12843,计算机1503班,0.0,2016-03-03 22:29:16
12899,努力不一定成功，不努力谈何成功！,0.0,2016-03-04 12:11:20
12983,,1.0,2016-03-06 10:24:19
13046,,0.0,2016-03-07 16:57:30
13105,,0.0,2016-03-08 13:52:43
13109,普通的本科大学生,0.0,2016-03-08 17:01:25
13422,,0.0,2016-03-10 14:15:01
13485,佛为心，道为骨，儒为表，大度看世界。技在手，能在身，思在脑，从容过生活。（南怀瑾）。,1.0,2016-03-10 22:41:15
13604,,0.0,2016-03-12 12:17:20
13706,,0.0,2016-03-12 21:06:05
13773,,1.0,2016-03-13 16:14:06
14016,六院七队16级,0.0,2016-03-16 12:49:52
14536,,0.0,2016-03-28 18:38:30
14546,,0.0,2016-03-28 19:19:31
14798,,0.0,2016-04-07 19:16:02
14822,,0.0,2016-04-10 23:38:14
14827,,0.0,2016-04-11 11:15:57
14829,,0.0,2016-04-11 12:09:27
14830,,0.0,2016-04-11 16:57:44
14832,,0.0,2016-04-11 20:09:20
14836,,0.0,2016-04-12 10:40:25
14840,,0.0,2016-04-12 15:02:39
14850,,0.0,2016-04-13 10:51:08
14855,,0.0,2016-04-13 12:11:32
14858,,0.0,2016-04-13 12:28:33
14859,,0.0,2016-04-13 12:32:41
14867,,0.0,2016-04-13 22:35:00
14870,,0.0,2016-04-13 22:55:34
14873,,1.0,2016-04-13 23:05:01
14877,,0.0,2016-04-14 13:24:21
14889,,1.0,2016-04-14 13:59:16
14944,,0.0,2016-04-15 18:19:08
14950,,0.0,2016-04-16 17:07:51
14955,计算机1503班学生。,0.0,2016-04-17 11:04:04
14956,,1.0,2016-04-17 11:04:57
14957,,0.0,2016-04-17 11:07:32
14958,,0.0,2016-04-17 11:10:32
14959,,1.0,2016-04-17 11:14:18
14960,,0.0,2016-04-17 11:15:27
14961,,1.0,2016-04-17 11:16:40
14962,哈哈哈,0.0,2016-04-17 11:16:41
14965,,0.0,2016-04-17 11:20:44
14966,哈哈,0.0,2016-04-17 11:21:55
14968,,0.0,2016-04-17 11:28:58
14969,,0.0,2016-04-17 11:33:34
14970,,0.0,2016-04-17 11:45:36
14971,,1.0,2016-04-17 12:08:26
14973,,1.0,2016-04-17 12:17:07
14974,,1.0,2016-04-17 12:19:21
14976,,1.0,2016-04-17 12:39:39
14977,,0.0,2016-04-17 13:06:13
14978,,0.0,2016-04-17 13:26:47
14980,,1.0,2016-04-17 13:34:07
14984,123321,0.0,2016-04-17 15:49:01
14986,,1.0,2016-04-17 17:15:47
14987,~,0.0,2016-04-17 17:23:12
14989,,0.0,2016-04-17 17:55:03
14990,,1.0,2016-04-17 18:08:29
14993,,0.0,2016-04-17 18:54:49
14995,一个有梦想的肥宅~,0.0,2016-04-17 19:40:41
14996,,0.0,2016-04-17 21:34:22
14999,,0.0,2016-04-17 21:43:45
15001,,1.0,2016-04-17 22:00:23
15002,,0.0,2016-04-17 22:15:30
15006,我,0.0,2016-04-17 22:56:38
15007,,0.0,2016-04-17 23:50:11
15018,很开心,0.0,2016-04-18 14:05:25
15058,,0.0,2016-04-19 15:43:25
15064,,0.0,2016-04-20 07:57:50
15066,"啦啦啦
",0.0,2016-04-20 07:59:49
15069,,0.0,2016-04-20 08:01:57
15071,,0.0,2016-04-20 08:03:01
15072,,0.0,2016-04-20 08:05:16
15074,,1.0,2016-04-20 08:05:28
15076,,0.0,2016-04-20 08:13:57
15077,,1.0,2016-04-20 08:15:02
15078,,1.0,2016-04-20 08:18:07
15081,狍子！！！,0.0,2016-04-20 09:05:52
15087,,0.0,2016-04-20 10:13:42
15089,,0.0,2016-04-20 10:59:30
15090,,0.0,2016-04-20 11:16:32
15093,,0.0,2016-04-20 12:58:58
15094,,0.0,2016-04-20 13:07:46
15124,,0.0,2016-04-21 23:20:18
15187,,0.0,2016-04-26 15:13:18
15247,loading...,0.0,2016-05-02 11:32:52
15273,,0.0,2016-05-04 13:34:13
15274,,0.0,2016-05-04 14:22:28
15311,,0.0,2016-05-08 15:49:57
15315,,0.0,2016-05-09 10:58:48
15319,,0.0,2016-05-09 17:31:23
15345,,0.0,2016-05-12 21:48:49
15347,,0.0,2016-05-13 16:24:30
15348,,0.0,2016-05-13 16:32:58
15379,,0.0,2016-05-14 18:43:56
15384,,0.0,2016-05-14 19:28:10
15397,,0.0,2016-05-15 16:09:39
15514,,0.0,2016-05-23 20:25:21
15574,,0.0,2016-06-08 17:17:39
15739,,0.0,2016-07-18 14:49:42
15741,,1.0,2016-07-18 16:47:36
15751,,1.0,2016-07-26 14:18:02
15791,,0.0,2016-08-25 09:11:36
15836,,0.0,2016-08-27 16:31:03
15874,,0.0,2016-08-31 15:57:17
15888,,0.0,2016-08-31 16:24:06
15938,,0.0,2016-09-01 09:53:52
16019,,1.0,2016-09-01 18:21:31
16216,当一个人不能拥有的时候，唯一能做的就是不要忘记。,1.0,2016-09-03 22:30:22
16220,,0.0,2016-09-04 09:05:40
16272,,0.0,2016-09-05 14:33:55
16277,,0.0,2016-09-05 14:39:30
16280,,0.0,2016-09-05 14:45:03
16302,,1.0,2016-09-05 16:40:09
16307,,1.0,2016-09-05 17:07:01
16319,,1.0,2016-09-05 19:44:20
16323,,0.0,2016-09-05 20:09:53
16326,,0.0,2016-09-05 20:48:53
16332,,1.0,2016-09-05 22:18:39
16367,,0.0,2016-09-07 08:41:46
16604,,0.0,2016-09-11 14:56:33
16607,,0.0,2016-09-11 17:45:03
16615,,0.0,2016-09-11 22:08:43
16667,,0.0,2016-09-12 12:49:39
16718,,0.0,2016-09-12 17:16:26
17143,,0.0,2016-09-18 15:43:12
17150,,1.0,2016-09-18 22:13:43
17154,,0.0,2016-09-19 07:50:40
17157,,0.0,2016-09-19 13:05:30
17158,,0.0,2016-09-19 13:54:20
17160,一个学生,1.0,2016-09-19 15:16:05
17162,,0.0,2016-09-19 16:05:04
17271,好看,1.0,2016-09-19 22:04:34
17272,,0.0,2016-09-19 22:16:20
17275,,0.0,2016-09-20 10:15:39
17795,,0.0,2016-09-29 16:28:42
17796,,0.0,2016-09-29 16:30:47
17797,,0.0,2016-09-29 16:31:28
17799,,1.0,2016-09-29 16:32:38
17800,,1.0,2016-09-29 16:33:09
17801,,1.0,2016-09-29 16:33:25
17802,,1.0,2016-09-29 16:33:55
17805,,1.0,2016-09-29 16:37:56
17828,,0.0,2016-09-30 16:50:01
17837,,0.0,2016-10-02 21:46:00
17838,,1.0,2016-10-02 21:55:22
17839,,0.0,2016-10-02 22:01:37
17840,,0.0,2016-10-02 22:11:13
17841,,0.0,2016-10-02 22:28:22
17853,,1.0,2016-10-06 10:29:53
17855,,1.0,2016-10-06 19:16:41
17911,,0.0,2016-10-07 21:02:15
17916,,0.0,2016-10-08 09:15:53
17983,,0.0,2016-10-09 12:11:53
17985,,0.0,2016-10-09 12:58:42
17988,,0.0,2016-10-09 13:54:47
17996,,0.0,2016-10-09 16:36:49
17998,,0.0,2016-10-09 17:05:41
18000,,0.0,2016-10-09 17:37:22
18023,,0.0,2016-10-10 07:57:27
18034,,0.0,2016-10-10 12:50:42
18036,,0.0,2016-10-10 14:41:29
18041,,0.0,2016-10-10 15:19:30
18043,,0.0,2016-10-10 15:26:26
18069,,1.0,2016-10-10 19:53:05
18073,,0.0,2016-10-10 20:04:26
18086,,0.0,2016-10-10 20:35:07
18089,,0.0,2016-10-10 20:35:38
18100,,0.0,2016-10-10 20:38:13
18106,,1.0,2016-10-10 20:40:57
18113,,1.0,2016-10-10 20:59:00
18114,,1.0,2016-10-10 20:59:55
18115,,0.0,2016-10-10 21:00:12
18116,,1.0,2016-10-10 21:01:04
18117,老来多健忘,0.0,2016-10-10 21:01:16
18118,,0.0,2016-10-10 21:01:30
18120,,0.0,2016-10-10 21:02:15
18121,,0.0,2016-10-10 21:02:47
18122,,1.0,2016-10-10 21:03:53
18123,,1.0,2016-10-10 21:03:59
18125,,1.0,2016-10-10 21:04:18
18126,,0.0,2016-10-10 21:05:38
18127,,1.0,2016-10-10 21:06:40
18128,,1.0,2016-10-10 21:07:53
18129,,1.0,2016-10-10 21:09:53
18130,你猜猜我是谁,1.0,2016-10-10 21:10:18
18131,,1.0,2016-10-10 21:10:39
18133,,1.0,2016-10-10 21:11:10
18132,,1.0,2016-10-10 21:11:10
18134,,0.0,2016-10-10 21:11:24
18136,好好学习 好好生活,1.0,2016-10-10 21:13:39
18138,,1.0,2016-10-10 21:14:12
18139,,0.0,2016-10-10 21:14:57
18141,,1.0,2016-10-10 21:16:18
18142,,0.0,2016-10-10 21:19:24
18143,,0.0,2016-10-10 21:19:54
18145,,0.0,2016-10-10 21:21:14
18146,,1.0,2016-10-10 21:21:22
18148,,0.0,2016-10-10 21:23:12
18153,,1.0,2016-10-10 21:25:00
18154,,0.0,2016-10-10 21:25:31
18157,,0.0,2016-10-10 21:33:52
18158,,0.0,2016-10-10 21:34:10
18160,,1.0,2016-10-10 21:36:27
18162,,1.0,2016-10-10 21:40:45
18163,,1.0,2016-10-10 21:41:28
18164,,0.0,2016-10-10 21:43:26
18165,,0.0,2016-10-10 21:43:33
18166,,0.0,2016-10-10 21:43:41
18167,,0.0,2016-10-10 21:45:38
18168,,0.0,2016-10-10 21:46:53
18172,,0.0,2016-10-10 21:52:01
18175,,0.0,2016-10-10 21:53:52
18177,"懒，可以解释一切行为
",0.0,2016-10-10 21:54:37
18180,,0.0,2016-10-10 21:58:51
18182,,1.0,2016-10-10 22:03:35
18185,,0.0,2016-10-10 22:05:19
18188,,0.0,2016-10-10 22:13:11
18189,,0.0,2016-10-10 22:14:25
18192,,0.0,2016-10-10 22:16:39
18193,,0.0,2016-10-10 22:18:11
18195,,0.0,2016-10-10 22:19:06
18203,,1.0,2016-10-10 22:36:51
18212,,0.0,2016-10-10 23:10:32
18214,,1.0,2016-10-10 23:13:55
18232,,0.0,2016-10-11 08:28:51
18235,,0.0,2016-10-11 09:57:19
18236,,0.0,2016-10-11 09:57:30
18237,,0.0,2016-10-11 09:59:16
18250,,0.0,2016-10-11 11:20:53
18256,,1.0,2016-10-11 12:45:53
18343,,0.0,2016-10-12 08:15:00
18351,,0.0,2016-10-12 11:38:39
18362,,0.0,2016-10-12 13:30:46
18377,,0.0,2016-10-12 16:49:16
18382,,0.0,2016-10-12 18:31:45
18383,,0.0,2016-10-12 18:34:56
18413,,0.0,2016-10-13 11:21:21
18414,,1.0,2016-10-13 11:21:39
18428,,0.0,2016-10-13 18:41:42
18437,,0.0,2016-10-13 22:21:04
18444,,0.0,2016-10-13 22:37:50
18445,,0.0,2016-10-13 22:38:21
18447,我虐代码千百遍，代码待我如初恋！,0.0,2016-10-13 22:40:07
18448,,0.0,2016-10-13 22:40:09
18450,,0.0,2016-10-13 23:01:39
18460,,0.0,2016-10-14 00:01:17
18461,,1.0,2016-10-14 00:08:46
18578,,1.0,2016-10-14 13:19:33
18661,,1.0,2016-10-14 17:26:57
18666,,0.0,2016-10-14 18:41:25
18668,,0.0,2016-10-14 18:58:46
18669,,0.0,2016-10-14 19:01:00
18680,,0.0,2016-10-14 21:11:59
18693,,1.0,2016-10-14 23:30:12
18694,,0.0,2016-10-14 23:33:12
18698,,0.0,2016-10-15 00:03:15
18710,,0.0,2016-10-15 09:45:27
18725,,1.0,2016-10-15 12:42:20
18735,,0.0,2016-10-15 15:51:43
18738,,0.0,2016-10-15 16:16:28
18782,,1.0,2016-10-16 09:01:35
18783,,0.0,2016-10-16 09:06:46
18796,,0.0,2016-10-16 12:05:36
18894,,0.0,2016-10-17 08:59:33
18897,,0.0,2016-10-17 09:09:40
18980,,0.0,2016-10-17 14:13:55
19007,,0.0,2016-10-17 16:57:52
19020,,0.0,2016-10-18 10:30:20
19195,,0.0,2016-10-20 11:37:45
19202,,0.0,2016-10-20 17:34:38
19203,,0.0,2016-10-20 18:15:58
19204,,0.0,2016-10-20 18:23:18
19205,,0.0,2016-10-20 18:24:05
19218,,0.0,2016-10-20 23:24:24
19234,,0.0,2016-10-21 19:51:51
19294,,0.0,2016-10-22 23:42:08
19347,,0.0,2016-10-24 09:08:29
19696,,1.0,2016-10-26 12:27:49
19732,,0.0,2016-10-26 17:57:25
19800,是情人爱时两生欢喜，别后旧事却难提。,0.0,2016-10-26 22:17:09
19847,,0.0,2016-10-26 23:05:35
19915,,0.0,2016-10-27 13:26:28
19982,,0.0,2016-10-27 20:08:52
20006,,0.0,2016-10-27 20:32:29
20008,,0.0,2016-10-27 20:35:25
20028,,0.0,2016-10-28 09:31:53
20115,,0.0,2016-10-29 19:57:08
20120,,0.0,2016-10-29 20:25:04
20162,,0.0,2016-10-30 07:51:38
20164,,0.0,2016-10-30 07:52:22
20168,,0.0,2016-10-30 07:56:58
20198,,0.0,2016-10-30 09:30:24
20230,,0.0,2016-10-30 10:22:12
20239,,0.0,2016-10-30 11:11:49
20240,,0.0,2016-10-30 11:16:21
20335,╮(╯▽╰)╭大神们把答案留言给我，谢谢,0.0,2016-10-31 11:35:02
20341,,0.0,2016-10-31 11:36:30
20354,,0.0,2016-10-31 11:38:53
20361,,0.0,2016-10-31 11:40:20
20390,,0.0,2016-10-31 13:15:57
20394,,0.0,2016-10-31 17:00:53
20395,,0.0,2016-10-31 17:02:18
20396,,0.0,2016-10-31 17:02:32
20397,,0.0,2016-10-31 17:09:01
20398,,0.0,2016-10-31 18:20:31
20419,,0.0,2016-10-31 21:40:58
20473,,0.0,2016-11-03 12:11:25
20474,无话可说,0.0,2016-11-03 12:12:39
20475,O(∩_∩)O哈哈哈~,0.0,2016-11-03 12:19:29
20477,,0.0,2016-11-03 14:07:10
20478,,0.0,2016-11-03 14:07:42
20479,,0.0,2016-11-03 14:09:21
20480,,0.0,2016-11-03 14:09:58
20481,,0.0,2016-11-03 14:10:31
20482,,0.0,2016-11-03 14:24:45
20484,,0.0,2016-11-03 14:53:23
20485,,0.0,2016-11-03 14:55:51
20487,,0.0,2016-11-03 15:50:42
20488,,0.0,2016-11-03 15:56:42
20489,,0.0,2016-11-03 15:57:20
20490,,0.0,2016-11-03 15:58:45
20491,,0.0,2016-11-03 15:59:15
20492,,0.0,2016-11-03 16:01:27
20493,,0.0,2016-11-03 16:02:09
20496,,0.0,2016-11-03 16:06:54
20497,,0.0,2016-11-03 16:07:55
20498,我是来自计算机1501 班的向君猗,0.0,2016-11-03 16:08:21
20499,,0.0,2016-11-03 16:10:15
20500,,0.0,2016-11-03 16:10:21
20502,,1.0,2016-11-03 16:31:35
20503,,0.0,2016-11-03 16:33:25
20504,123,0.0,2016-11-03 16:37:38
20533,I'm Betty,1.0,2016-11-05 17:26:43
20549,,0.0,2016-11-05 21:19:48
20556,,0.0,2016-11-05 22:52:06
20566,,0.0,2016-11-06 12:11:46
20576,,1.0,2016-11-06 22:38:35
20706,,0.0,2016-11-10 14:04:55
20707,,0.0,2016-11-10 14:09:25
20945,,0.0,2016-11-15 19:00:08
21192,,0.0,2016-11-26 22:49:13
21291,,0.0,2016-12-04 08:18:47
21503,,0.0,2016-12-18 17:34:14
21543,,0.0,2016-12-20 20:42:31
21552,,0.0,2016-12-21 23:58:56
21558,,0.0,2016-12-22 19:46:26
21563,随性随心随缘,0.0,2016-12-22 20:33:54
21593,,0.0,2016-12-23 10:28:47
21606,,0.0,2016-12-24 12:40:09
21628,,0.0,2016-12-25 13:28:18
21682,,0.0,2016-12-27 23:09:28
21683,,0.0,2016-12-27 23:20:12
21686,,0.0,2016-12-28 10:59:02
21709,,0.0,2016-12-30 23:16:43
21728,,0.0,2016-12-31 18:21:31
21807,,1.0,2017-01-03 10:25:57
21882,,0.0,2017-01-14 10:24:44
21888,,1.0,2017-01-18 14:03:33
21980,,0.0,2017-02-14 19:43:47
21995,,0.0,2017-02-14 19:58:44
21998,,0.0,2017-02-14 19:58:59
22007,,0.0,2017-02-14 20:28:51
22127,,0.0,2017-02-15 21:29:58
22131,,0.0,2017-02-15 23:01:00
22179,,0.0,2017-02-17 12:10:09
23022,,1.0,2017-02-25 11:53:55
23484,,0.0,2017-03-06 08:32:51
23485,,1.0,2017-03-06 08:32:53
23487,,1.0,2017-03-06 08:33:39
23488,,1.0,2017-03-06 08:34:48
23489,,1.0,2017-03-06 08:35:59
23491,,0.0,2017-03-06 08:36:19
23493,,1.0,2017-03-06 08:38:41
23494,,1.0,2017-03-06 08:39:12
23495,,0.0,2017-03-06 08:40:52
23496,,1.0,2017-03-06 08:42:37
23497,,1.0,2017-03-06 08:43:54
23498,,0.0,2017-03-06 08:44:58
23500,,1.0,2017-03-06 08:46:59
23502,,0.0,2017-03-06 08:50:20
23503,,0.0,2017-03-06 08:50:36
23504,,1.0,2017-03-06 08:53:11
23505,,1.0,2017-03-06 08:53:39
23509,,0.0,2017-03-06 09:00:26
23510,,0.0,2017-03-06 09:01:05
23514,,0.0,2017-03-06 09:04:20
23515,,1.0,2017-03-06 09:07:51
23516,,0.0,2017-03-06 09:09:32
23518,,0.0,2017-03-06 09:11:14
23520,,0.0,2017-03-06 09:15:25
23521,,0.0,2017-03-06 09:53:03
23525,,1.0,2017-03-06 10:05:34
23527,,0.0,2017-03-06 10:06:30
23528,,0.0,2017-03-06 10:06:58
23529,,0.0,2017-03-06 10:07:48
23530,,0.0,2017-03-06 10:08:47
23532,,1.0,2017-03-06 10:15:58
23544,,0.0,2017-03-06 13:00:46
23553,,0.0,2017-03-06 16:01:05
23564,小别致长得真东西,0.0,2017-03-06 17:20:43
23648,,0.0,2017-03-06 22:47:13
23840,,0.0,2017-03-07 21:04:53
23863,,0.0,2017-03-08 08:11:21
23865,,0.0,2017-03-08 08:11:58
23866,,1.0,2017-03-08 08:12:08
23867,,0.0,2017-03-08 08:12:23
23868,,1.0,2017-03-08 08:12:28
23869,,0.0,2017-03-08 08:13:37
23870,,0.0,2017-03-08 08:13:49
23872,,0.0,2017-03-08 08:16:35
23874,,0.0,2017-03-08 08:17:31
23875,,0.0,2017-03-08 08:21:10
23876,,0.0,2017-03-08 08:28:04
23878,,0.0,2017-03-08 08:45:03
23880,,0.0,2017-03-08 08:46:14
23883,,0.0,2017-03-08 08:51:36
23884,,0.0,2017-03-08 08:52:10
23885,,1.0,2017-03-08 08:53:49
23886,,0.0,2017-03-08 09:01:38
23888,,0.0,2017-03-08 09:05:41
23892,,0.0,2017-03-08 09:22:56
23944,,0.0,2017-03-08 16:09:11
23950,,0.0,2017-03-08 16:10:47
24044,,0.0,2017-03-09 21:57:31
24072,,0.0,2017-03-11 20:24:18
24082,,1.0,2017-03-12 12:13:58
24086,,0.0,2017-03-12 13:08:43
24269,陌上颜如玉，公子世无双！,0.0,2017-03-13 17:54:49
24283,,0.0,2017-03-13 21:40:43
24318,,0.0,2017-03-14 09:01:00
24320,我不懒，我留下了,0.0,2017-03-14 09:01:32
24388,,1.0,2017-03-14 14:48:48
24467,,0.0,2017-03-15 09:06:33
24487,,0.0,2017-03-16 09:26:42
24560,,1.0,2017-03-17 21:53:25
24577,,0.0,2017-03-18 00:11:00
24605,,0.0,2017-03-18 21:24:31
24609,,0.0,2017-03-18 22:59:50
24621,,0.0,2017-03-19 14:54:35
24634,"没错 ，我就是你们的门萨男神
",0.0,2017-03-19 19:28:25
24635,,0.0,2017-03-19 19:28:48
24636,,0.0,2017-03-19 19:29:21
24639,,0.0,2017-03-19 19:39:57
24641,,0.0,2017-03-19 19:47:04
24642,,0.0,2017-03-19 19:49:28
24644,,0.0,2017-03-19 19:52:41
24645,,0.0,2017-03-19 19:54:13
24647,,0.0,2017-03-19 19:58:29
24648,,0.0,2017-03-19 20:00:09
24649,,0.0,2017-03-19 20:04:51
24650,,0.0,2017-03-19 20:06:57
24652,,1.0,2017-03-19 20:13:46
24653,,1.0,2017-03-19 20:18:22
24654,,0.0,2017-03-19 20:20:53
24657,,1.0,2017-03-19 20:29:39
24661,,0.0,2017-03-19 20:51:31
24662,,0.0,2017-03-19 20:55:33
24663,,0.0,2017-03-19 21:01:13
24664,,0.0,2017-03-19 21:02:23
24666,,0.0,2017-03-19 21:06:23
24667,,0.0,2017-03-19 21:07:15
24669,,1.0,2017-03-19 21:23:17
24670,,0.0,2017-03-19 21:26:00
24673,......,0.0,2017-03-19 21:38:08
24678,,1.0,2017-03-19 22:22:09
24680,,0.0,2017-03-19 22:45:07
24721,,1.0,2017-05-26 21:01:30
24731,,1.0,2017-07-03 10:22:49
24737,,0.0,2017-07-14 11:09:07
24738,,0.0,2017-07-16 09:23:06
24742,,0.0,2017-07-20 07:34:08
24762,,1.0,2017-08-28 14:38:52
24764,,0.0,2017-08-28 15:18:54
24766,,1.0,2017-08-28 15:23:37
24783,,0.0,2017-08-29 11:13:49
24801,,1.0,2017-09-04 11:59:54
24826,,1.0,2017-09-04 22:32:47
24845,,0.0,2017-09-06 10:10:37
24904,,0.0,2017-09-08 08:01:33
24906,,0.0,2017-09-08 08:02:27
24907,666,0.0,2017-09-08 08:02:59
24908,暂无,0.0,2017-09-08 08:03:03
24913,嗯嗯,0.0,2017-09-08 08:03:53
24914,,1.0,2017-09-08 08:04:06
24919,,1.0,2017-09-08 08:43:19
24920,,1.0,2017-09-08 08:46:48
24947,,1.0,2017-09-08 10:12:43
24969,,1.0,2017-09-08 10:13:36
25033,,1.0,2017-09-08 16:05:47
25037,,1.0,2017-09-08 22:27:14
25039,,0.0,2017-09-09 10:58:46
25040,,1.0,2017-09-09 13:53:57
25043,,0.0,2017-09-09 17:10:53
25044,shuai,0.0,2017-09-09 19:46:17
25046,,0.0,2017-09-09 22:08:46
