department_id,name
8050,信息与电子工程学院
8052,软件学院
8063,计算机学院
8100,设计艺术学院
8132,农业与食品科学学院
8151,教育学院
8159,数理信息学院
8165,经济与管理学院
8184,工商管理学院 
8220,数理与电子信息工程学院 
8227,瓯江学院
8229,财政税务学院 
8232,金融学院
8233,工商管理学院
8234,信息管理与工程学院
8235,经济学院
8237,外国语学院
8238,数据科学学院
8244,继续教育学院
8299,人文学院
8369,电子与计算机学院
8409,信息工程与艺术设计学院
8429,电气与信息工程学院
8631,金融管理学院
8636,信息技术学院
8665,机电与汽车工程学院
8687,人文旅游学院
8726,机械工程学院
8729,计算机与信息学院
8750,数学科学学院
8754,信息科学技术学院
8758,计算机科学与技术学院
8771,软件学院
8775,先进技术研究院
8782,冶金工程学院
8793,数理科学与工程学院
8797,体育部
8809,数学与大数据学院
8811,计算机科学与工程学院
8815,机械与汽车工程学院 
8817,纺织服装学院
8821,计算机与信息学院
8840,信息与计算机学院
8888,金融学院
8890,工商管理学院
8891,管理科学与工程学院
8892,会计学院
8893,财政与公共管理学院
8894,法学院
8898,安徽财经大学商学院
8900,体育教学部
8911,公共管理学院
8932,文学院
8987,计算机与信息工程学院
8997,生物与食品工程学院
9012,信息工程学院
9028,化学与材料工程学院
9067,信息与网络工程学院
9079,计算机科学与技术系
9096,计算机工程学院
9162,电子与信息工程系
9257,信息技术与计算机系
9290,财会金融学院
9291,电商物流学院
9293,机电汽车学院
9298,电子工程系
9370,计算机与艺术学院
9373,财经学院
9381,计算机信息工程系
9417,软件学院
9460,财务金融系
9480,信息工程学院
9501,信息工程系
9560,人文学院
9594,信息科学与技术学院
9662,数学与计算机科学学院
9732,文学院
9778,信息科学与工程学院
9789,应用技术学院（软件学院） 
9807,软件学院
9947,理工学院
10020,电子与信息工程系
10090,计算机系
10107,电子工程系
10108,计算机工程系
10232,人文学院
10234,外国语学院
10243,理学院
10251,信息工程学院
10252,软件学院     
10267,前湖学院
10295,信息工程学院
10298,软件学院
10315,材料科学与工程学院
10318,信息工程学院
10331,软件学院
10352,商学院(南昌)
10425,软件与物联网工程学院
10437,历史文化学院
10450,材料与机电学院
10463,机械电子工程学院
10465,信息工程学院
10498,数学与计算机科学学院（软件服务外包学院）
10608,信息科学与技术学院 
10676,电子与信息工程学院
10811,中兴学院
10972,信息工程系
10990,信息科学与工程学院
11011,矿业与安全工程学院
11015,机械电子工程学院
11016,计算机科学与工程学院
11019,电气与自动化工程学院
11020,电子通信与物理学院
11031,信息科学技术学院（崂山校区）
11074,信息科学与工程学院
11107,信息与电气工程学院
11164,农学院
11176,水利土木工程学院
11177,信息科学与工程学院
11228,信息科学与工程学院
11312,信息与电气工程学院  
11336,信息科学与工程学院
11373,计算机科学技术学院
11407,经济管理学院
11412,计算机与控制工程学院
11418,海洋学院
11559,信息科学与工程学院
11570,计算机工程学院
11599,汽车工程学院
11600,交通土建工程学院
11603,信息科学与电气工程学院
11644,中印计算机软件学院
11702,马克思主义学院
11740,信息科学与工程学院
11753,工学院
11831,计算机信息技术工程系
12054,信息工程
12094,机电工程学院
12131,软件工程系
12177,商学院
12201,计算机学院
12236,信息工程系
12255,计算机与软件工程系
12272,互联网学院
12335,信息工程学院
12345,数学与统计学院
12348,信息工程学院
12362,法学院
12400,安全科学与工程学院
12408,计算机科学与技术学院
12432,粮油食品学院
12435,信息科学与工程学院
12459,电气工程学院
12473,医学院
12486,农学院
12493,园艺学院 
12494,信息与管理科学学院
12506,文学院
12517,计算机与信息工程学院
12530,国际教育学院
12540,数学与信息科学学院
12545,计算机与信息工程学院
12566,国际经济与贸易学院
12567,工商管理学院
12573,公共管理学院
12601,电气信息工程学院
12608,计算机与通信工程学院
12674,生命科学学院
12697,计算机科学与技术学院
12713,计算机与信息工程学院
12729,软件学院
12830,会计学院
12858,计算机与信息工程学院
12899,计算机学院(软件学院) 
12951,材料科学与工程学院
12954,计算机与信息工程学院/软件学院
12972,服装学院
12976,计算机学院
13016,计算机与数据科学学院
13031,信息安全系
13033,指挥战术系
13034,警察管理系
13035,基础部
13038,实验中心
13046,信息工程学院
13058,机械工程学院
13079,艺术设计学院
13080,信息工程学院
13082,外国语学院
13089,文学院
13096,特殊教育学院
13105,信息科学与技术学院
13120,计算机工程学院
13129,工商管理学院
13133,信息与机电工程学院
13143,信息工程学院
13186,软件学院
13211,计算机与信息工程学院
13261,机电与车辆工程学院
13264,信息工程学院 
13268,外国语学院 
13369,信息工程系
13401,建筑工程系
13457,信息工程系
13465,信息学院
13548,电子信息工程系
13640,信息技术系
13770,旅游管理系
13803,文学院
13805,哲学学院
13810,信息管理学院
13811,经济与管理学院
13814,政治与公共管理学院
13820,动力与机械学院
13823,数学与统计学院
13824,物理科学与技术学院
13825,化学与分子科学学院
13827,资源与环境科学学院
13829,电子信息学院
13830,国际软件学院
13831,测绘学院
13840,机械科学与工程学院
13841,计算机科学与技术学院
13844,材料科学与工程学院
13847,自动化学院
13850,软件学院
13852,电子信息与通信学院
13860,管理学院
13875,第二临床学院
13881,武汉光电国家研究中心
13908,材料科学与工程学院
13916,信息工程学院
13917,计算机科学与技术学院
14049,电气信息学院
14052,管理学院
14053,计算机科学与工程学院
14110,信息工程学院
14129,生命科学学院
14133,计算机与信息工程学院
14134,楚才学院
14146,数学与计算机科学学院
14157,水利与环境学院
14158,土木与建筑学院
14159,机械与动力学院
14161,电气与新能源学院
14162,计算机与信息学院
14163,经济与管理学院
14164,医学院
14167,法学与公共管理学院
14169,生物与制药学院
14193,计算机科学与技术学院
14211,计算机学院
14219,信息工程学院
14234,政法学院
14241,计算机工程学院
14252,电气与信息工程学院
14261,汽车工程师学院
14288,机电工程学院
14294,计算机学院
14303,光谷北斗国际学院
14304,滨江学院
14329,计算机科学与技术学院
14357,旅游与酒店管理学院
14358,外国语学院
14359,信息工程学院
14360,机电工程与汽车服务学院
14361,工商管理学院
14365,经济与金融学院
14414,信息工程学院
14433,计算机学院
14443,计算机工程学院
14494,电子信息学院
14547,计算机与电子信息工程学院
14598,土木工程学院
14622,软件工程学院
14688,计算机学院
14735,信息工程系
14800,信息工程学院
14883,法学与公共管理学院
14888,外国语学院
14893,电气与信息工程学院
14894,风景园林学院
14907,传媒学院
14914,农业与生物技术学院
14924,信息学院
14938,机械工程学院
14940,计算机与信息科学学院
14957,侦查系
14960,交通管理系
14961,法律系
14963,信息技术（网监）系
14965,基础课部
14975,会计系
14983,信息科学与工程学院
15002,电子工程学院
15003,机电工程学院
15010,信息技术学院
15017,互联网工程系
15021,计算机科学系
15028,电子通信工程系
15029,计算机科学技术系
15031,汽车工程系
15068,计算机系
15078,软件学院
15080,机电工程学院
15099,旅游管理学院
15100,电子商务学院
15122,软件学院
15137,机电工程学院
15161,信息工程学院
15170,经济贸易与信息技术分院
15190,信息工程学院
15223,自动化与信息工程学院
15299,中国语言文学系
15313,资讯管理学院
15315,物理学院
15322,数据科学与计算机学院
15357,机械与汽车工程学院
15358,环境与能源学院
15360,软件学院
15380,计算机科学与工程学院
15391,经济学院
15398,信息科学技术学院
15477,水产学院
15496,教育科学学院
15509,计算机学院
15533,软件学院
15536,师范学院
15541,管理学院
15550,计算机与软件学院
15554,机电与控制工程学院
15588,机械与电气工程学院
15589,计算机科学与教育软件学院
15617,计算机学院
15652,信息科学与技术学院
15668,数学系
15693,法学院
15719,信息科学与工程学院
15735,数学与统计学院
15754,信息科学技术学院　
15843,艺术设计学院
15932,计算机与网络安全学院
15933,电子工程与智能化学院
15935,机械工程学院
16075,电子与通信工程学院
16113,信息工程学院
16182,工商管理系
16201,机电工程系
16322,计算机与设计学院
16502,信息工程学院
16585,计算机与电子信息学院
16615,理学院
16625,启迪数字学院
16626,机电工程学院
16628,计算机与信息安全学院
16631,数学与计算科学学院
16632,电子工程与自动化学院
16635,材料科学与工程学院
16637,建筑与交通工程学院
16638,继续教育学院
16640,海洋信息工程学院
16642,教学实践部
16695,计算机科学与信息工程学院 /软件学院 
16803,政治与公共事务管理学院
16807,信息工程学院
16828,工商管理学院
16905,艺术学院
17095,计算机与信息技术系
17104,电子信息工程系
17149,热带农林学院
17155,机电工程学院
17156,信息科学技术学院
17169,教育与心理学院
17206,公共卫生学院
17312,外国语学院
17327,物理学院
17337,动力工程学院
17345,建筑城规学院
17351,计算机学院
17352,自动化学院
17353,大数据与软件学院
17380,计算机与信息科学学院
17398,通信与信息工程学院
17403,软件工程学院
17409,国际学院
17486,通识学院
17497,计算机科学与信息工程学院
17509,数学与财经学院
17536,电子与信息工程学院
17597,计算机工程学院
17667,信息技术系
17672,大数据与软件学院
17723,人工智能与大数据学院
17736,软件学院
17788,经济学院
17793,数学学院
17797,电子信息学院
17805,轻纺与食品学院
17821,网络空间安全学院
17828,交通运输与物流学院
17849,信息与通信工程学院
17858,航空航天学院
17900,西南民族研究院
17913,电气信息工程学院
17915,计算机科学与技术学院
17936,信息科学与技术学院
17967,计算机与软件工程学院
17991,信息工程学院
18058,计算机科学学院
18129,物流学院
18138,计算机学院
18140,软件工程学院
18142,网络空间安全学院
18279,马克思主义学院
18291,网络与通信工程学院
18347,计算机科学与工程系
18369,藏汉双语学院
18370,数学与计算机科学学院
18371,经济与管理学院
18372,电子信息与自动化学院
18627,计算机系
18747,阳明学院
18819,信息学院
19065,信息科学系
19214,信息学院
19215,软件学院
19352,音乐舞蹈学院
19568,物理与电子科学学院
19578,信息科学与技术学院
19785,理学院
19788,经济与管理学院
19794,藏文信息技术研究中心
19824,理学院
19827,机械学院
19831,电信学院
19832,软件学院
19838,医学部
19853,通信工程学院
19854,电子工程学院
19855,机电工程学院
19866,网络与信息安全学院
19868,人工智能学院
19876,电子与控制工程学院
19981,信息科学与技术学院
19996,计算机科学与工程学院
20011,电子信息工程学院
20074,机电工程学院
20108,数学与计算机科学学院
20159,通信与信息工程学院
20175,马克思主义学院
20199,计算机学院
20279,公共管理学院
20302,电子信息工程学院
20360,信息工程学院
20702,信息科学与工程学院
20706,大气科学学院
20708,土木工程与力学学院
20750,电气工程与信息工程学院
20751,计算机与通信学院
20771,电子与信息工程学院
20827,计算机科学与工程学院
20939,法学院
21173,计算机技术与应用系
21223,医学基础部
21262,计算机科学与工程学院
21318,数学与计算机科学学院
21355,计算机科学与工程学院
21420,化学化工学院
21436,动物科学学院
21440,信息工程学院
21489,孔子学院
21519,计算机科学技术学院
21733,机电水利系
21734,信息工程系
21735,经济管理系
21736,基础教学部
21737,思政部
21750,研究生学院
21752,水资源与环境学院
21771,计算机科学与技术系
21851,酒店与旅游管理学院
21867,计算机科学与技术学院（威海）
21913,动力工程学院
21914,电气工程学院
21915,兵器工程学院
21916,舰船与海洋学院
21917,核科学技术学院
21918,信息安全系
21919,管理工程与装备经济系
21932,计算机与信息工程系
21935,基础部
21938,生物医学工程与医学影像学
21950,航空工程学院
21951,防空反导学院
21952,信息与导航学院
21953,空管领航学院
21955,航空机务士官学校
21956,基础医学部
21993,国际商学院
22077,计算机科学与技术系
22151,工学四部
22276,信息学院
22533,计算机科学与技术系
22561,物质科学与技术学院
22690,计算机工程系
22726,机械电子工程系
22838,信息技术系
22886,土木建筑工程学院
22899,创新创业学院
22923,工学分院
22943,理工分院
23015,信息分院
23066,理工部
23070,计算机与软件工程学院
23091,经济学部
23096,信息与计算机系
23274,信息工程系
23298,信息工程系
23317,教师教育学院
23335,理工学科部
23560,信息工程学院
23592,文学院
23644,机械与电信工程学院
23655,信息技术系
23670,信息工程学院
23674,计算机学院
23693,信息科学与工程学院
23704,计算机学院
23750,电气信息系
23773,经济与贸易系
23859,信息工程学院
23883,信息工程学院
23893,信息工程学院
23930,公共教学部
23933,机电信息工程教学部
23934,包装与土木工程教学部
23935,机电与信息工程系
23940,基础课部
23944,教师教育系
23967,机械与电子工程
23986,应用技术学院
24012,交通运输工程学院
24042,电气与信息工程学院
24050,电子信息系
24110,电子系
24193,信息技术学院
24394,理工学部
24422,理工系
24465,人文社会科学学院
24472,海洋科学技术学院
24473,海洋信息工程学院
24477,计算机学院
24478,软件学院
24489,电气信息学院
24553,医学检验系
24558,计算机系
24562,云计算科学与技术系
24573,自动化工程系
24587,信息工程管理系
24599,信息技术学院
24669,物理与电信工程学院
24675,计算机学院
24688,装备制造学院
24726,信息工程学院
24749,工学部
24765,大数据与信息工程学院
25042,统计学院
25153,信息与计算机科学系
25178,工程技术系
25222,历史文化与旅游学院
25223,数学与计算机科学学院
25231,马克思主义学院
25239,附属小学
25245,化工学院
25246,法学院
25248,物理与信息科学学院
25253,本科部
25256,计算机学院
25263,航天信息学院
25268,信息工程学院
25303,机械工程学院
25306,应用科学学院
25309,计算机科学与技术学院
25319,第一临床医学院
25338,计算机教学部
25348,光电学院
25350,人工智能学院
25526,医疗技术系
25601,基础医学院
26159,计算机与信息工程学院
26334,机电工程系
26339,继续教育学院
26573,计算机工程学院
26676,机械工程学院
26791,公共教学部
26837,基础医学院
26923,计算机与艺术传媒分院
27145,表演系
27274,工学院
27288,电子对抗学院
27289,数学与计算机学院
27291,计算机学院 （软件学院）
27303,环境经济与信息系
27305,环境工程系
27310,五年制高职部
27498,镇江分院
27667,信息工程学院
27843,基础医学院
27921,计算机工程学院
28064,医学技术系
28251,可信计算与信息保障实验室
28252,基础软件国家工程研究中心
28253,软件工程技术研究开发中心
28254,人机交互技术与智能信息处理实验室
28257,天基综合信息系统重点实验室
28295,信息工程学院
28471,麻醉学系
28548,医学信息工程学院
28759,运输管理学院
28764,艺术学院（公共艺术教学部）
28765,信息工程学院（软件学院）
28907,计算机教学部
29071,传媒技术学院
29123,第一临床学院
29135,信息工程学院
29141,继续教育学院
29158,影视艺术学院
29160,新媒体技术学院
29162,国际传播学院
29168,轨道交通智能控制学院
29190,网络技术系
29191,财经商贸系
29205,生态宜居学院
29215,医学基础课部
29257,电力工程系
29336,教育技术系
29341,卫生管理学院
29404,中国画学院
29506,马克思主义学院
29814,国际法学院
30058,环境艺术设计学院
30200,土木学院
30202,轨道交通学院
30203,基础部
30385,信息工程学院
30387,军事基础教育学院
30388,密码工程学院
30389,装备管理与保障学院
30390,研究生大队
30706,学员一大队学员三队
30726,理学院
30734,研究生管理大队
30952,信息学院
31060,食品工程系
31063,计算机系
31081,临床医学
31089,信息系统工程学院
31091,密码工程学院
31092,网络空间安全学院
31093,导航与空天目标工程学院
31099,航天士官学校
31112,学员一大队学员二队
31114,学员一大队学员四队
31115,系统工程学院
31119,计算机科学与技术学院
31124,财经大数据研究院
31125,气象海洋学院
31127,空天科学学院
31134,财政金融学院
31136,信息技术与管理学院
31156,计算机学院
31157,现代教育技术中心
31161,文理学院
31162,装备信息工程教研室
31163,基础部
31166,机械与材料学部
31184,电子科学学院
31200,继续教育学院/网络教育学院
31216,计算机科学与技术学院
31228,交通信息工程系
31255,学员一大队学员一队
31454,防空导弹学院
31462,指挥控制工程学院
31489,ocd
31490,cised
31491,wsaed
31492,aved
31494,信息技术系
31496,计算技术研究所
31497,软件学院
31503,研发管理部
31504,海外事业一部
31505,软件测试部
31516,IT学院
31523,信息系
31527,研发部
31528,产业研究室
31529,网络信息中心
31530,宽带业务第一事业部
31531,四川第二事业部
31532,浙江事业部
31533,基础软件事业部
31534,第四业务群本部
31535,测试服务事业部
31538,四川产品事业部
31541,上海事业部
31542,江西事业部
31543,OSS事业部
31549,交通工程学院
31553,理学院
31558,教务
31559,机械工程学院
31564,江苏事业部
31565,LACDR
31566,醴陵陶瓷学院
31570,四川第一事业部
31575,第八业务群本部
31576,广东事业部
31577,电气与信息工程学院
31578,网络空间安全学院
31579,土木工程系
31581,知行学院
31584,信息中心
31585,信息中心
31590,工学部
31591,商学院
31594,销售部门郑子涛
31596,化学系
31599,信息管理系
31617,制药工程
31620,人工智能中心
31621,国防工程学院
31626,计算机学院
31629,网络空间安全管理学院
31630,云计算系统集成部
31634,安徽事业部
31635,XXX
31637,教学部
31638,市场部
31639,四川分公司
31641,广西分公司
31643,计算机学院
31647,开发部
31648,计算机组
31650,新雅书院
31653,软件学院
31654,金融业务二课
31655,教研部
31657,教学部
31663,电子科学与控制工程学院 
31664,信息工程学院 
31666,应急管理学院 
31667,文化与传播学院 
31673,网络空间安全学院
31675,人工智能学院
31678,信息技术学生大队
31679,计算机与电气工程学院
31680,装备管理与无人机工程学院信息工程教研室
31682,零售集团快消集团线上超市公司总经办数据分析部
31684,基础教学系
31688,深圳先进技术研究院
31691,学员四大队十四队
31692,学员四大队十三队
31693,信息工程学院
31694,软件工程
31695,五院
31700,电信学院
31705,实践教学工作委员会
31706,理工学院
31714,项目部
31715,信息技术学院
31717,技术研发
31718,互联网产品事业部
31720,课程教研组
31722,基础部
31724,网络空间安全学院
31729,开发
31731,创新研究院
31732,智能制造工程研究院
31733,研发部
31734,基础研发部
31739,学员四大队学员十二队
31741,基础部计算机教研室
31742,机电系
31746,基础部
31748,基础部
31755,研发部
31756,能源低碳部门
31758,核工程技术研究设计所
31759,研发中心
31761,研发部
31763,研发中心
31767,检验科
31768,生态园林景观设计研究一所
31769,电子中心
31771,煤转化国家重点实验室
31772,技术部
31773,生产运营部
31774,战略规划部
31776,能源与控制工程事业部
31778,研发部
31780,创新科技
31781,大数据
