school_id,name,province
275,河北科技师范学院,河北
278,河北金融学院,河北
281,河北科技学院,河北
282,河北外国语学院,河北
283,燕京理工学院,河北
286,河北传媒学院,河北
287,河北工程技术学院,河北
290,石家庄幼儿师范高等专科学校,河北
292,邢台医学高等专科学校,河北
295,河北工业职业技术学院,河北
296,邯郸职业技术学院,河北
297,石家庄职业技术学院,河北
298,张家口职业技术学院,河北
299,邢台职业技术学院,河北
300,石家庄工程职业学院,河北
301,石家庄城市经济职业学院,河北
303,河北旅游职业学院,河北
304,石家庄财经职业学院,河北
307,石家庄理工职业学院,河北
308,石家庄经济职业学院,河北
311,河北劳动关系职业学院,河北
312,石家庄科技职业学院,河北
314,泊头职业学院,河北
316,廊坊燕京职业技术学院,河北
317,承德护理职业学院,河北
318,廊坊卫生职业学院,河北
319,河北轨道运输职业技术学院,河北
320,河北工艺美术职业学院,河北
321,渤海理工职业学院,河北
322,河北软件职业技术学院,河北
323,河北石油职业技术学院,河北
324,河北建材职业技术学院,河北
325,河北政法职业学院,河北
329,保定职业技术学院,河北
331,唐山职业技术学院,河北
332,衡水职业技术学院,河北
335,河北交通职业技术学院,河北
339,河北机电职业技术学院,河北
340,渤海石油职业学院,河北
341,廊坊职业技术学院,河北
343,河北公安警察职业学院,河北
345,石家庄科技信息职业学院,河北
347,河北女子职业技术学院,河北
348,山西大学,山西
349,太原科技大学,山西
350,中北大学,山西
351,太原理工大学,山西
352,山西农业大学,山西
353,山西医科大学,山西
354,山西师范大学,山西
355,山西大同大学,山西
356,山西财经大学,山西
357,长治医学院,山西
358,太原师范学院,山西
359,晋中学院,山西
360,长治学院,山西
361,运城学院,山西
363,山西中医药大学,山西
364,吕梁学院,山西
365,太原学院,山西
366,山西工商学院,山西
368,山西传媒学院,山西
370,山西省财政税务专科学校,山西
372,阳泉师范高等专科学校,山西
374,朔州师范高等专科学校,山西
375,山西警察学院,山西
379,山西职业技术学院,山西
382,山西经贸职业学院,山西
383,朔州职业技术学院,山西
384,运城职业技术学院,山西
385,山西轻工职业技术学院,山西
386,山西青年职业学院,山西
389,山西艺术职业学院,山西
391,山西建筑职业技术学院,山西
392,山西工程职业技术学院,山西
393,山西交通职业技术学院,山西
395,山西机电职业技术学院,山西
396,山西戏剧职业学院,山西
399,山西水利职业技术学院,山西
400,阳泉职业技术学院,山西
406,山西体育职业学院,山西
407,山西警官职业学院,山西
408,山西国际商务职业学院,山西
411,山西旅游职业学院,山西
414,忻州职业技术学院,山西
415,晋中职业技术学院,山西
416,山西华澳商贸职业学院,山西
418,内蒙古大学,内蒙古
420,内蒙古工业大学,内蒙古
423,内蒙古师范大学,内蒙古
426,赤峰学院,内蒙古
428,集宁师范学院,内蒙古
431,乌兰察布医学高等专科学校,内蒙古
432,内蒙古民族幼儿师范高等专科学校,内蒙古
434,内蒙古丰州职业学院,内蒙古
435,包头职业技术学院,内蒙古
437,内蒙古北方职业技术学院,内蒙古
438,赤峰职业技术学院,内蒙古
439,内蒙古经贸外语职业学院,内蒙古
440,包头铁道职业技术学院,内蒙古
443,呼伦贝尔职业技术学院,内蒙古
444,满洲里俄语职业学院,内蒙古
446,赤峰工业职业技术学院,内蒙古
447,阿拉善职业技术学院,内蒙古
452,内蒙古电子信息职业技术学院,内蒙古
453,内蒙古机电职业技术学院,内蒙古
456,锡林郭勒职业学院,内蒙古
457,内蒙古警察职业学院,内蒙古
458,内蒙古体育职业学院,内蒙古
460,通辽职业学院,内蒙古
462,内蒙古交通职业技术学院,内蒙古
463,包头钢铁职业技术学院,内蒙古
465,大连理工大学,辽宁
466,东北大学,辽宁
469,沈阳工业大学,辽宁
471,沈阳理工大学,辽宁
472,辽宁科技大学,辽宁
473,辽宁工程技术大学,辽宁
475,沈阳化工大学,辽宁
476,大连交通大学,辽宁
478,沈阳建筑大学,辽宁
479,辽宁工业大学,辽宁
480,沈阳农业大学,辽宁
481,大连海洋大学,辽宁
482,中国医科大学,辽宁
483,大连医科大学,辽宁
486,辽宁师范大学,辽宁
491,沈阳大学,辽宁
492,大连大学,辽宁
493,大连民族大学,辽宁
494,中国刑事警察学院,辽宁
497,鞍山师范学院,辽宁
498,沈阳体育学院,辽宁
500,鲁迅美术学院,辽宁
501,辽宁科技学院,辽宁
502,沈阳工程学院,辽宁
503,辽东学院,辽宁
504,沈阳工学院,辽宁
506,沈阳城市建设学院,辽宁
507,大连财经学院,辽宁
509,大连艺术学院,辽宁
511,大连东软信息学院,辽宁
513,营口理工学院,辽宁
514,辽宁对外经贸学院,辽宁
515,朝阳师范高等专科学校,辽宁
522,辽宁税务高等专科学校,辽宁
523,辽宁民族师范高等专科学校,辽宁
524,大连职业技术学院,辽宁
527,盘锦职业技术学院,辽宁
532,辽宁建筑职业学院,辽宁
533,大连航运职业技术学院,辽宁
538,辽宁工程职业学院,辽宁
539,辽宁城市建设职业技术学院,辽宁
543,辽宁政法职业学院,辽宁
545,辽宁水利职业学院,辽宁
546,营口职业技术学院,辽宁
548,沈阳航空职业技术学院,辽宁
549,辽宁体育运动职业技术学院,辽宁
550,辽宁职业学院,辽宁
551,辽宁林业职业技术学院,辽宁
553,大连商务职业学院,辽宁
555,辽宁广告职业学院,辽宁
557,辽宁经济职业技术学院,辽宁
558,辽宁石化职业技术学院,辽宁
562,大连翻译职业学院,辽宁
563,辽宁商贸职业学院,辽宁
565,辽宁装备制造职业技术学院,辽宁
567,吉林大学,吉林
568,东北师范大学,吉林
569,延边大学,吉林
571,长春工业大学,吉林
572,吉林建筑大学,吉林
573,吉林农业大学,吉林
574,长春中医药大学,吉林
575,北华大学,吉林
579,长春大学,吉林
580,东北电力大学,吉林
581,吉林化工学院,吉林
582,通化师范学院,吉林
584,白城师范学院,吉林
586,吉林艺术学院,吉林
587,吉林外国语大学,吉林
589,长春工程学院,吉林
590,吉林农业科技学院,吉林
591,吉林警察学院,吉林
592,长春光华学院,吉林
595,吉林动画学院,吉林
598,长春金融高等专科学校,吉林
600,白城医学高等专科学校,吉林
601,辽源职业技术学院,吉林
603,吉林交通职业技术学院,吉林
606,长白山职业技术学院,吉林
609,吉林城市职业技术学院,吉林
610,长春东方职业学院,吉林
616,长春信息技术职业学院,吉林
618,东北林业大学,黑龙江
619,哈尔滨工业大学,黑龙江
620,哈尔滨工程大学,黑龙江
621,黑龙江大学,黑龙江
622,哈尔滨理工大学,黑龙江
624,东北石油大学,黑龙江
625,佳木斯大学,黑龙江
629,黑龙江中医药大学,黑龙江
630,哈尔滨师范大学,黑龙江
631,齐齐哈尔大学,黑龙江
632,哈尔滨商业大学,黑龙江
633,牡丹江医学院,黑龙江
634,牡丹江师范学院,黑龙江
638,哈尔滨金融学院,黑龙江
639,哈尔滨学院,黑龙江
640,齐齐哈尔医学院,黑龙江
641,黑龙江工程学院,黑龙江
642,黑龙江工业学院,黑龙江
646,黑龙江财经学院,黑龙江
649,哈尔滨剑桥学院,黑龙江
651,哈尔滨华德学院,黑龙江
652,黑河学院,黑龙江
654,黑龙江护理高等专科学校,黑龙江
657,大庆医学高等专科学校,黑龙江
660,牡丹江大学,黑龙江
661,黑龙江职业学院,黑龙江
662,黑龙江建筑职业技术学院,黑龙江
663,哈尔滨传媒职业学院,黑龙江
665,黑龙江农垦科技职业学院,黑龙江
667,哈尔滨应用职业技术学院,黑龙江
668,哈尔滨科学技术职业学院,黑龙江
669,黑龙江粮食职业学院,黑龙江
675,大庆职业学院,黑龙江
677,黑龙江农业职业技术学院,黑龙江
678,黑龙江农业工程职业学院,黑龙江
679,黑龙江农垦职业学院,黑龙江
680,黑龙江司法警官职业学院,黑龙江
683,大兴安岭职业学院,黑龙江
684,黑龙江农业经济职业学院,黑龙江
685,哈尔滨职业技术学院,黑龙江
686,黑龙江生物科技职业学院,黑龙江
689,黑龙江信息技术职业学院,黑龙江
691,黑龙江三江美术职业学院,黑龙江
692,黑龙江生态工程职业学院,黑龙江
694,七台河职业学院,黑龙江
695,黑龙江民族职业学院,黑龙江
696,复旦大学,上海
697,同济大学,上海
698,上海交通大学,上海
699,华东理工大学,上海
700,东华大学,上海
701,华东师范大学,上海
703,上海财经大学,上海
704,上海理工大学,上海
705,上海海事大学,上海
706,上海海洋大学,上海
708,上海师范大学,上海
709,上海对外经贸大学,上海
711,上海大学,上海
714,上海海关学院,上海
715,上海电力大学,上海
716,上海应用技术大学,上海
717,上海体育学院,上海
719,上海戏剧学院,上海
724,上海商学院,上海
727,上海第二工业大学,上海
728,上海建桥学院,上海
731,上海公安学院,上海
732,上海出版印刷高等专科学校,上海
738,上海体育职业学院,上海
739,上海健康医学院,上海
740,上海行健职业学院,上海
742,上海交通职业技术学院,上海
744,上海电子信息职业技术学院,上海
745,上海震旦职业学院,上海
748,上海思博职业技术学院,上海
749,上海立达职业技术学院,上海
750,上海工艺美术职业学院,上海
753,上海科学技术职业学院,上海
756,上海中侨职业技术学院,上海
760,上海工会管理职业学院,上海
761,南京大学,江苏
762,东南大学,江苏
763,中国矿业大学,江苏
765,南京农业大学,江苏
766,中国药科大学,江苏
767,江南大学,江苏
769,南京理工大学,江苏
770,苏州大学,江苏
771,江苏科技大学,江苏
772,南京工业大学,江苏
773,常州大学,江苏
774,南京邮电大学,江苏
775,南京林业大学,江苏
776,江苏大学,江苏
777,南通大学,江苏
779,南京中医药大学,江苏
780,南京师范大学,江苏
781,江苏师范大学,江苏
783,扬州大学,江苏
785,南京森林警察学院,江苏
786,南京信息工程大学,江苏
787,盐城工学院,江苏
791,盐城师范学院,江苏
792,江苏警官学院,江苏
797,淮阴工学院,江苏
798,徐州工程学院,江苏
799,常州工学院,江苏
800,三江学院,江苏
801,南京工程学院,江苏
803,南京晓庄学院,江苏
804,江苏理工学院,江苏
807,无锡太湖学院,江苏
809,镇江市高等专科学校,江苏
812,江苏城市职业学院,江苏
814,无锡职业技术学院,江苏
815,江苏建筑职业技术学院,江苏
816,南京工业职业技术学院,江苏
820,南通职业大学,江苏
822,沙洲职业工学院,江苏
823,扬州市职业大学,江苏
824,泰州职业技术学院,江苏
830,南京城市职业学院,江苏
831,南京机电职业技术学院,江苏
832,苏州高博软件技术职业学院,江苏
836,宿迁泽达职业技术学院,江苏
837,苏州工业园区服务外包职业学院,江苏
838,徐州生物工程职业技术学院,江苏
845,常州信息职业技术学院,江苏
846,江苏联合职业技术学院,江苏
848,应天职业技术学院,江苏
849,无锡科技职业学院,江苏
854,苏州托普信息职业技术学院,江苏
857,南京交通职业技术学院,江苏
859,常州纺织服装职业技术学院,江苏
863,炎黄职业技术学院,江苏
865,正德职业技术学院,江苏
866,钟山职业技术学院,江苏
867,无锡南洋职业技术学院,江苏
869,金肯职业技术学院,江苏
870,常州轻工职业技术学院,江苏
873,建东职业技术学院,江苏
875,徐州工业职业技术学院,江苏
877,宿迁学院,江苏
879,江海职业技术学院,江苏
881,江阴职业技术学院,江苏
883,无锡工艺职业技术学院,江苏
884,金山职业技术学院,江苏
889,昆山登云科技职业学院,江苏
891,浙江大学,浙江
892,杭州电子科技大学,浙江
893,浙江工业大学,浙江
894,浙江理工大学,浙江
895,浙江农林大学,浙江
896,温州医科大学,浙江
897,浙江中医药大学,浙江
898,浙江师范大学,浙江
899,杭州师范大学,浙江
900,浙江工商大学,浙江
901,温州大学,浙江
902,浙江财经大学,浙江
903,宁波大学,浙江
906,浙江海洋大学,浙江
907,湖州师范学院,浙江
908,绍兴文理学院,浙江
909,台州学院,浙江
911,嘉兴学院,浙江
912,中国美术学院,浙江
914,浙江万里学院,浙江
915,浙江科技学院,浙江
917,浙江水利水电学院,浙江
919,衢州学院,浙江
921,浙江树人学院,浙江
922,浙江越秀外国语学院,浙江
923,宁波财经学院,浙江
928,温州职业技术学院,浙江
929,浙江交通职业技术学院,浙江
930,金华职业技术学院,浙江
931,浙江电力职业技术学院,浙江
934,杭州科技职业技术学院,浙江
936,宁波卫生职业技术学院,浙江
937,台州科技职业学院,浙江
943,浙江农业商贸职业学院,浙江
947,浙江工贸职业技术学院,浙江
949,浙江建设职业技术学院,浙江
950,浙江艺术职业学院,浙江
954,浙江旅游职业学院,浙江
955,浙江育英职业技术学院,浙江
957,浙江金融职业学院,浙江
958,浙江工业职业技术学院,浙江
959,杭州职业技术学院,浙江
961,湖州职业技术学院,浙江
963,丽水职业技术学院,浙江
964,浙江东方职业技术学院,浙江
965,义乌工商职业技术学院,浙江
966,浙江纺织服装职业技术学院,浙江
967,浙江长征职业技术学院,浙江
970,杭州万向职业技术学院,浙江
971,合肥工业大学,安徽
972,中国科学技术大学,安徽
973,安徽工业大学,安徽
974,安徽大学,安徽
975,安徽理工大学,安徽
976,安徽工程大学,安徽
977,安徽农业大学,安徽
978,安徽医科大学,安徽
979,安徽中医药大学,安徽
980,安徽师范大学,安徽
982,安徽财经大学,安徽
983,安徽建筑大学,安徽
984,蚌埠医学院,安徽
987,安庆师范大学,安徽
989,皖西学院,安徽
990,滁州学院,安徽
991,宿州学院,安徽
992,巢湖学院,安徽
993,淮南师范学院,安徽
995,安徽科技学院,安徽
996,安徽三联学院,安徽
997,合肥学院,安徽
998,蚌埠学院,安徽
1003,安徽新华学院,安徽
1005,桐城师范高等专科学校,安徽
1006,合肥幼儿师范高等专科学校,安徽
1008,安徽医学高等专科学校,安徽
1009,亳州学院,安徽
1010,马鞍山师范高等专科学校,安徽
1011,安徽职业技术学院,安徽
1012,淮北职业技术学院,安徽
1014,淮南联合大学,安徽
1017,民办合肥财经职业学院,安徽
1018,安徽涉外经济职业学院,安徽
1019,安徽绿海商务职业学院,安徽
1021,蚌埠经济技术职业学院,安徽
1022,民办安徽旅游职业学院,安徽
1026,安徽矿业职业技术学院,安徽
1030,安徽汽车职业技术学院,安徽
1032,安徽长江职业学院,安徽
1033,安徽扬子职业技术学院,安徽
1034,安徽黄梅戏艺术职业学院,安徽
1035,安徽粮食工程职业学院,安徽
1037,合肥科技职业学院,安徽
1039,安徽水利水电职业技术学院,安徽
1042,民办万博科技职业学院,安徽
1043,安徽警官职业学院,安徽
1044,淮南职业技术学院,安徽
1045,安徽工业经济职业技术学院,安徽
1047,安徽工贸职业技术学院,安徽
1048,宿州职业技术学院,安徽
1050,安徽电子信息职业技术学院,安徽
1053,安徽体育运动职业技术学院,安徽
1054,滁州职业技术学院,安徽
1055,池州职业技术学院,安徽
1057,安徽广播影视职业技术学院,安徽
1059,安徽冶金科技职业学院,安徽
1060,安徽城市管理职业学院,安徽
1061,安徽机电职业技术学院,安徽
1062,安徽工商职业学院,安徽
1063,安徽中澳科技职业学院,安徽
1065,亳州职业技术学院,安徽
1066,安徽国防科技职业学院,安徽
1068,安徽艺术职业学院,安徽
1069,安徽财贸职业学院,安徽
1070,安徽国际商务职业学院,安徽
1071,安徽公安职业学院,安徽
1072,安徽林业职业技术学院,安徽
1073,安徽审计职业学院,安徽
1074,安徽新闻出版职业技术学院,安徽
1076,安徽工业职业技术学院,安徽
1077,厦门大学,福建
1079,福州大学,福建
1081,集美大学,福建
1082,福建医科大学,福建
1083,福建中医药大学,福建
1084,福建师范大学,福建
1085,闽南师范大学,福建
1087,福建工程学院,福建
1088,闽江学院,福建
1089,武夷学院,福建
1091,泉州师范学院,福建
1093,三明学院,福建
1096,莆田学院,福建
1098,福州外语外贸学院,福建
1102,泉州幼儿师范高等专科学校,福建
1103,闽江师范高等专科学校,福建
1104,厦门医学院,福建
1105,泉州医学高等专科学校,福建
1108,黎明职业大学,福建
1109,福建华南女子职业学院,福建
1110,福建卫生职业技术学院,福建
1111,福建生物工程职业技术学院,福建
1112,福建艺术职业学院,福建
1113,厦门城市职业学院,福建
1116,厦门软件职业技术学院,福建
1117,福建体育职业技术学院,福建
1121,漳州科技职业学院,福建
1122,漳州理工职业学院,福建
1127,厦门安防科技职业学院,福建
1129,福州职业技术学院,福建
1130,福建林业职业技术学院,福建
1131,福建信息职业技术学院,福建
1137,厦门华厦学院,福建
1138,泉州纺织服装职业学院,福建
1141,福建警官职业学院,福建
1144,泉州信息工程学院,福建
1146,厦门华天涉外职业技术学院,福建
1150,湄洲湾职业技术学院,福建
1154,厦门兴才职业技术学院,福建
1155,南昌大学,江西
1157,东华理工大学,江西
1158,南昌航空大学,江西
1159,江西理工大学,江西
1161,江西中医药大学,江西
1164,江西财经大学,江西
1165,江西科技师范大学,江西
1166,景德镇陶瓷大学,江西
1167,赣南医学院,江西
1169,宜春学院,江西
1170,赣南师范大学,江西
1171,江西科技学院,江西
1172,景德镇学院,江西
1173,萍乡学院,江西
1175,江西警察学院,江西
1176,新余学院,江西
1177,九江学院,江西
1178,江西服装学院,江西
1180,南昌师范学院,江西
1183,赣州师范高等专科学校,江西
1186,江西工业职业技术学院,江西
1187,九江职业大学,江西
1188,九江职业技术学院,江西
1189,南昌文理学院,江西
1191,江西枫林涉外经贸职业学院,江西
1192,江西泰豪动漫职业学院,江西
1193,江西冶金职业技术学院,江西
1194,江西管理职业学院,江西
1199,江西水利职业学院,江西
1202,江西陶瓷工艺美术职业技术学院,江西
1203,江西旅游商贸职业学院,江西
1205,江西环境工程职业学院,江西
1207,鹰潭职业技术学院,江西
1211,江西财经职业学院,江西
1212,江西应用技术职业学院,江西
1214,江西工业工程职业技术学院,江西
1216,江西科技职业学院,江西
1217,江西外语外贸职业学院,江西
1218,江西工业贸易职业技术学院,江西
1221,江西生物科技职业学院,江西
1223,抚州职业技术学院,江西
1226,江西制造职业技术学院,江西
1227,江西工程职业学院,江西
1229,上饶职业技术学院,江西
1230,江西航空职业技术学院,江西
1234,山东大学,山东
1235,中国海洋大学,山东
1236,山东科技大学,山东
1237,青岛科技大学,山东
1238,济南大学,山东
1239,青岛理工大学,山东
1240,山东建筑大学,山东
1241,齐鲁工业大学,山东
1243,山东农业大学,山东
1246,山东师范大学,山东
1249,鲁东大学,山东
1250,临沂大学,山东
1251,山东财经大学,山东
1252,青岛大学,山东
1253,烟台大学,山东
1254,潍坊医学院,山东
1256,滨州医学院,山东
1257,济宁医学院,山东
1258,德州学院,山东
1260,泰山学院,山东
1262,菏泽学院,山东
1263,山东体育学院,山东
1264,山东艺术学院,山东
1266,青岛滨海学院,山东
1267,枣庄学院,山东
1269,潍坊学院,山东
1271,山东交通学院,山东
1272,山东工商学院,山东
1273,山东女子学院,山东
1274,潍坊科技学院,山东
1275,山东英才学院,山东
1276,青岛黄海学院,山东
1277,山东协和学院,山东
1279,齐鲁师范学院,山东
1280,山东青年政治学院,山东
1282,山东农业工程学院,山东
1283,烟台南山学院,山东
1285,山东医学高等专科学校,山东
1287,山东电力高等专科学校,山东
1288,济南幼儿师范高等专科学校,山东
1291,山东商业职业技术学院,山东
1292,日照职业技术学院,山东
1293,山东职业学院,山东
1295,德州职业技术学院,山东
1297,山东传媒职业学院,山东
1298,临沂职业学院,山东
1301,山东文化产业职业学院,山东
1303,济南护理职业学院,山东
1304,泰山护理职业学院,山东
1307,潍坊工程职业学院,山东
1309,曲阜远东职业技术学院,山东
1310,青岛职业技术学院,山东
1311,威海职业学院,山东
1312,山东劳动职业技术学院,山东
1314,济宁职业技术学院,山东
1316,烟台职业学院,山东
1319,滨州职业学院,山东
1322,德州科技职业学院,山东
1323,山东力明科技职业学院,山东
1324,山东圣翰财贸职业学院,山东
1326,山东畜牧兽医职业学院,山东
1329,山东交通职业学院,山东
1330,淄博职业学院,山东
1331,山东外贸职业学院,山东
1333,山东信息职业技术学院,山东
1334,青岛港湾职业技术学院,山东
1335,青岛恒星科技学院,山东
1336,山东胜利职业学院,山东
1337,山东经贸职业学院,山东
1338,山东工业职业学院,山东
1339,山东化工职业学院,山东
1340,青岛求实职业技术学院,山东
1341,山东现代学院,山东
1342,济南职业学院,山东
1343,泉城工学院,山东
1345,潍坊工商职业学院,山东
1346,枣庄科技职业学院,山东
1348,山东电子职业技术学院,山东
1349,山东华宇工学院,山东
1351,山东铝业职业学院,山东
1352,山东杏林科技职业学院,山东
1354,山东威海外事学院,山东
1356,山东商务职业学院,山东
1358,山东城市建设职业学院,山东
1359,烟台汽车工程职业学院,山东
1360,山东司法警官职业学院,山东
1361,华北水利水电大学,河南
1362,郑州大学,河南
1363,河南理工大学,河南
1364,河南工业大学,河南
1365,河南科技大学,河南
1366,河南农业大学,河南
1367,河南大学,河南
1368,河南师范大学,河南
1369,河南财经政法大学,河南
1371,郑州轻工业大学,河南
1372,中原工学院,河南
1373,河南科技学院,河南
1374,河南牧业经济学院,河南
1376,新乡医学院,河南
1377,信阳师范学院,河南
1378,周口师范学院,河南
1379,安阳师范学院,河南
1381,南阳师范学院,河南
1382,洛阳师范学院,河南
1383,商丘师范学院,河南
1384,郑州航空工业管理学院,河南
1385,新乡学院,河南
1387,平顶山学院,河南
1389,安阳工学院,河南
1390,洛阳理工学院,河南
1391,河南工程学院,河南
1392,南阳理工学院,河南
1393,河南城建学院,河南
1394,河南警察学院,河南
1395,黄河科技学院,河南
1396,郑州科技学院,河南
1398,郑州师范学院,河南
1399,商丘工学院,河南
1400,商丘学院,河南
1401,郑州商学院,河南
1402,郑州升达经贸管理学院,河南
1404,河南财政金融学院,河南
1406,郑州幼儿师范高等专科学校,河南
1407,安阳幼儿师范高等专科学校,河南
1410,焦作师范高等专科学校,河南
1411,漯河医学高等专科学校,河南
1412,南阳医学高等专科学校,河南
1416,三门峡职业技术学院,河南
1417,郑州铁路职业技术学院,河南
1419,开封大学,河南
1420,焦作大学,河南
1421,黄河水利职业技术学院,河南
1422,河南工业和信息化职业学院,河南
1426,郑州电力职业技术学院,河南
1429,漯河食品职业学院,河南
1430,郑州城市职业学院,河南
1431,安阳职业技术学院,河南
1434,焦作工贸职业学院,河南
1435,许昌陶瓷职业学院,河南
1436,郑州理工职业学院,河南
1437,郑州信息工程职业学院,河南
1441,河南艺术职业学院,河南
1443,河南护理职业学院,河南
1444,许昌电气职业学院,河南
1445,信阳涉外职业技术学院,河南
1446,鹤壁汽车工程职业学院,河南
1450,洛阳职业技术学院,河南
1453,南阳农业职业学院,河南
1454,洛阳科技职业学院,河南
1456,许昌职业技术学院,河南
1457,商丘职业技术学院,河南
1459,周口职业技术学院,河南
1461,河南司法警官职业学院,河南
1462,鹤壁职业技术学院,河南
1466,河南检察职业学院,河南
1468,郑州信息科技职业学院,河南
1475,河南交通职业技术学院,河南
1476,河南农业职业学院,河南
1477,郑州旅游职业学院,河南
1480,武汉大学,湖北
1481,华中科技大学,湖北
1483,武汉理工大学,湖北
1485,华中师范大学,湖北
1488,武汉科技大学,湖北
1489,长江大学,湖北
1490,武汉工程大学,湖北
1491,武汉纺织大学,湖北
1492,武汉轻工大学,湖北
1493,湖北工业大学,湖北
1494,湖北中医药大学,湖北
1495,湖北大学,湖北
1496,江汉大学,湖北
1497,三峡大学,湖北
1498,湖北师范大学,湖北
1499,黄冈师范学院,湖北
1500,湖北民族大学,湖北
1501,湖北文理学院,湖北
1504,湖北汽车工业学院,湖北
1506,湖北理工学院,湖北
1507,湖北科技学院,湖北
1512,武汉商学院,湖北
1516,武昌工学院,湖北
1518,湖北第二师范学院,湖北
1519,荆楚理工学院,湖北
1525,黄冈职业技术学院,湖北
1530,武汉城市职业学院,湖北
1533,襄阳职业技术学院,湖北
1534,武汉工程职业技术学院,湖北
1537,湖北科技职业学院,湖北
1552,武汉软件工程职业学院,湖北
1558,武汉警官职业学院,湖北
1567,咸宁职业技术学院,湖北
1577,湖南大学,湖南
1578,中南大学,湖南
1579,湘潭大学,湖南
1580,吉首大学,湖南
1581,湖南科技大学,湖南
1582,长沙理工大学,湖南
1583,湖南农业大学,湖南
1584,湖南中医药大学,湖南
1585,湖南师范大学,湖南
1586,南华大学,湖南
1587,湖南工业大学,湖南
1588,中南林业科技大学,湖南
1589,湖南理工学院,湖南
1591,衡阳师范学院,湖南
1592,邵阳学院,湖南
1593,怀化学院,湖南
1594,湖南文理学院,湖南
1595,湖南科技学院,湖南
1596,湖南人文科技学院,湖南
1597,湖南工商大学,湖南
1598,长沙医学院,湖南
1599,长沙学院,湖南
1600,湖南工程学院,湖南
1601,湖南城市学院,湖南
1602,湖南工学院,湖南
1603,湖南财政经济学院,湖南
1604,湖南警察学院,湖南
1605,湖南女子学院,湖南
1606,湖南第一师范学院,湖南
1607,长沙师范学院,湖南
1608,湖南涉外经济学院,湖南
1616,长沙航空职业技术学院,湖南
1617,长沙民政职业技术学院,湖南
1618,湖南工业职业技术学院,湖南
1619,湖南信息职业技术学院,湖南
1620,湖南环境生物职业技术学院,湖南
1622,湖南生物机电职业技术学院,湖南
1624,湖南邮电职业技术学院,湖南
1628,湖南都市职业学院,湖南
1629,湖南电子科技职业学院,湖南
1638,湖南大众传媒职业技术学院,湖南
1639,永州职业技术学院,湖南
1640,湖南铁道职业技术学院,湖南
1641,湖南科技职业学院,湖南
1643,湖南商务职业技术学院,湖南
1647,湖南网络工程职业学院,湖南
